Seed_ID,Seed_Name,Soil_Types,Plant_Category,Season,Watering,Fertilization_List,Fertilization_Time,Best_Growing_Areas,Temperature,Soil_Temperature,Precipitation,Soil_Moisture,Sunshine_Duration,Humid,Watering_min_x,SeedName2,Plant_Name,English_Name,Area_Require,Height_Max,Soil_Depth,Precip,Image_URL
91,Hibiscus Abelmoschus,"[""Loamy"",""Sandy"",""Clayey""]",Flowering Plant,"[""Spring"",""Summer""]",3-Feb,"[""Organic compost"",""Slow-release granular fertilizer""]",6-Apr,"[""Tropical"",""Subtropical"",""Mediterranean""]",25.0,25.0,1500.0,0.3,5000.0,80.0,,,,,,,,,
92,Abutilon mollicomum,"[""Loamy"",""Sandy""]",Shrub,"[""Spring"",""Summer""]",48,"[""Nitrogen-based"",""Potassium-based""]",4,"[""Tropical regions"",""Subtropical regions""]",25.0,20.0,750.0,0.3,20000.0,60.0,,,,,,,,,
93,Abutilon Sonorae,"[""Loamy"",""Sandy""]",Shrub,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Southwestern United States"",""Northern Mexico""]",20.0,20.0,400.0,0.3,36000.0,60.0,,,,,,,,,
94,Abronianana,"[""Sandy loam"",""Loamy sand""]",Flowering plant,"[""Late spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",12,"[""California"",""Oregon"",""Washington""]",20.0,25.0,300.0,0.3,16000.0,60.0,,,,,,,,,
95,Abronias Neurophylla,"[""Sandy loam"",""Well-drained soil""]",Flowering plant,"[""Spring"",""Summer""]",5-Mar,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,"[""California"",""Oregon"",""Washington""]",20.0,15.0,350.0,0.3,25000.0,60.0,,,,,,,,,
96,Abildgaardia ovata,"[""Sandy loam"",""Loamy sand"",""Clay loam""]",Herbaceous plant,"[""Year-round""]",3-Feb,"[""NPK 10-10-10"",""Organic compost""]",6-Apr,"[""Tropical regions"",""Subtropical regions""]",22.5,22.5,1000.0,0.45,40000.0,80.0,,,,,,,,,
97,Abildgaardia Monostachya,"[""Sandy"",""Loamy"",""Clay""]",Grass,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Wetlands"",""Marshes"",""Bogs""]",27.5,22.5,750.0,0.3,14000.0,70.0,,,,,,,,,
98,Cyperus Monostachyos,"[""Sandy loam"",""Clay loam"",""Loamy sand""]",Grass,"[""Start of summer"",""Rainy season""]",3-5 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4 (weeks interval),"[""Tropical regions"",""Subtropical regions""]",25.0,30.0,750.0,0.3,25000.0,60.0,,,,,,,,,
99,Fimbristylis monostachya,"[""Sandy"",""Loamy""]",Grass,"[""Late spring"",""Summer"",""Early autumn""]",2-3 hours interval,"[""Nitrogen"",""Phosphorus""]",4-6 (weeks interval),"[""Tropical regions"",""Wetlands"",""Marshes""]",25.0,27.5,750.0,0.3,20000.0,70.0,,,,,,,,,
100,Fimbristylis ovata,"[""Sandy"",""Loamy"",""Clay""]",Grass,"[""Summer""]",48,"[""Nitrogen-based"",""Phosphorus-based""]",4,"[""Coastal regions"",""Wetlands""]",25.0,30.0,650.0,0.3,30000.0,80.0,,,,,,,,,
101,Abutilon Palmeri,"[""Loamy"",""Sandy""]",Shrub,"[""Spring"",""Summer""]",4-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""California"",""Arizona"",""New Mexico""]",22.5,21.5,350.0,0.25,20000.0,60.0,,,,,,,,,
102,Abutilon parishii,"[""Loam"",""Sandy loam"",""Clay loam""]",Shrub,"[""Spring"",""Summer""]",3-Feb,"[""NPK fertilizer"",""Organic fertilizer""]",4,"[""Southern California"",""Arizona"",""Texas""]",20.0,20.0,400.0,0.2,20000.0,70.0,,,,,,,,,
103,Abutilon parvulum,"[""Loam"",""Sandy loam""]",Flowering plant,"[""Spring"",""Summer""]",3-Feb,"[""NPK 10-10-10"",""Organic compost""]",6-Apr,"[""Tropical regions"",""Subtropical regions""]",25.0,20.0,750.0,0.45,600.0,70.0,,,,,,,,,
104,Abrothallus parmeliarum,"[""Loamy soil"",""Sandy soil""]",Moss,"[""Start of spring""]",2 hours interval,"[""None""]",Not applicable,"[""Temperate forests"",""Rocky areas""]",15.0,12.5,750.0,0.4,8000.0,80.0,,,,,,,,,
105,Buelliella parmeliarum,"[""Well-drained soil""]",Moss,"[""Spring"",""Autumn""]",2-4 hours interval,"[""Organic compost"",""Slow-release fertilizer""]",4 weeks interval,"[""Temperate forest"",""Mountainous regions""]",17.5,15.0,750.0,0.45,18000.0,70.0,,,,,,,,,
106,Abutilon permolle,"[""Loam"",""Sandy loam""]",Shrub,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Tropical regions"",""Subtropical regions""]",22.5,21.5,750.0,0.3,20000.0,70.0,,,,,,,,,
107,Abrothallus peyritschii,"[""Sandy"",""Loamy"",""Clayey""]",Moss,"[""Spring"",""Autumn""]",48,"[""Nitrogen-based"",""Potassium-based""]",4,"[""Temperate forests"",""Mountain regions""]",15.0,10.0,150.0,0.3,500.0,60.0,,,,,,,,,
108,Abronio pogonantha,"[""Sandy loam"",""Loamy sand"",""Silt loam""]",Flowering plant,"[""Spring"",""Summer""]",3-Feb,"[""10-10-10"",""20-10-10""]",4,"[""California"",""Mexico"",""Baja California""]",20.0,21.0,450.0,0.2,20000.0,60.0,,,,,,,,,
109,Abies procera,"[""Well-drained soil"",""Loamy soil""]",Tree,"[""Late spring"",""Summer""]",2-3 hours interval,"[""Nitrogen-based fertilizer"",""Slow-release granular fertilizer""]",4-6 weeks interval,"[""Pacific Northwest"",""Rocky Mountains""]",7.5,12.5,1000.0,0.35,3000.0,80.0,,,,,,,,,
110,Abies nobilis,"[""Well-drained"",""Loamy"",""Sandy""]",Evergreen tree,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2-4 weeks interval,"[""North America"",""Europe"",""Asia""]",6.5,9.0,1500.0,0.45,3000.0,80.0,,,,,,,,,
111,Abrus precatorius,"[""Sandy loam"",""Clay loam""]",Herb,"[""Summer""]",2,"[""Organic fertilizers"",""NPK fertilizers""]",4,"[""Tropical regions""]",25.0,27.5,125.0,0.4,30000.0,70.0,,,,,,,,,
112,Abrus abrus,"[""Sandy loam"",""Silt loam"",""Clay loam""]",Legume,"[""Summer""]",3,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Tropical regions"",""Subtropical regions""]",27.5,27.5,1000.0,0.3,30000.0,80.0,,,,,,,,,
113,Abrothallus prodiens,"[""Sandy loam"",""Silt loam"",""Peat""]",Moss,"[""Spring"",""Autumn""]",48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,"[""Cool and humid regions with shade"",""Temperate forests""]",15.0,12.5,750.0,0.4,30000.0,70.0,,,,,,,,,
114,Abutilon reventum,"[""Sandy loam"",""Loamy sand"",""Clay loam""]",Shrub,"[""Start of summer"",""Spring"",""Autumn""]",3-Feb,"[""Nitrogen-based fertilizers"",""Potassium-based fertilizers""]",4,"[""Tropical regions"",""Mediterranean climates""]",22.5,20.0,750.0,0.3,30000.0,60.0,,,,,,,,,
115,Abroma augusta,"[""Sandy loam"",""Clay loam""]",Flowering Plant,"[""Summer"",""Rainy""]",2-3 hours interval,"[""NPK 20-20-20"",""Organic compost""]",4 weeks interval,"[""Tropical regions"",""Subtropical regions""]",24.0,27.5,1500.0,0.35,27000.0,80.0,,,,,,,,,
116,Ambroma,"[""Well-drained sandy loam"",""Organic-rich soil""]",Flowering plant,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen-based fertilizers"",""Potassium-based fertilizers""]",4-6 weeks interval,"[""Tropical regions""]",25.0,27.5,1500.0,0.45,25000.0,80.0,,,,,,,,,
117,Abronias,"[""Sandy loam"",""Loamy sand""]",Flowering plant,"[""Spring"",""Summer""]",2,"[""NPK 10-10-10"",""Organic compost""]",6,"[""Arizona"",""California"",""Mexico""]",20.0,21.5,450.0,0.3,24000.0,60.0,,,,,,,,,
118,Abrothallus,"[""Sandy"",""Loamy""]",Moss,"[""Spring"",""Autumn""]",2-3 hours interval,[],,"[""Shaded forests"",""Damp rocks""]",15.0,12.5,750.0,0.3,22000.0,70.0,,,,,,,,,
119,Abrus precatorius,"[""Sandy loam"",""Loamy sand"",""Silt loam""]",Legume,"[""Summer""]",24 hours interval,"[""Nitrogen-based fertilizers"",""Phosphorus-based fertilizers""]",4 weeks interval,"[""Tropical regions"",""Subtropical regions""]",27.5,25.0,1000.0,0.3,3000.0,70.0,,,,,,,,,
120,Abutilon sandwicense,"[""Well-drained soil"",""Sandy soil""]",Shrub,"[""Spring"",""Summer""]",24,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Coastal areas"",""Lowland areas""]",22.5,22.5,750.0,0.3,20000.0,80.0,,,,,,,,,
121,Abortopetalum sandwicense,"[""Volcanic"",""Sandy""]",Endemic,"[""Year-round""]",24 hours interval,"[""NPK fertilizers""]",4 weeks interval,"[""Hawaii"",""Maui"",""Kauai""]",25.0,30.0,750.0,0.25,3000.0,70.0,,,,,,,,,
122,Absconditella,"[""Loam"",""Silt"",""Clay""]",Moss,"[""Spring"",""Fall""]",24,"[""Organic matter"",""Compost""]",12,"[""Temperate forests"",""Shaded areas""]",15.0,10.0,750.0,0.55,2000.0,70.0,,,,,,,,,
123,Absconditella sphagnorum,"[""Sphagnum moss"",""Peat moss"",""Humus-rich soil""]",Moss,"[""Late spring"",""Summer"",""Early autumn""]",12 hours interval,"[""Organic matter"",""Peat moss"",""Acidic fertilizer""]",4 (weeks interval),"[""Damp forests"",""Bogs"",""Wetlands""]",15.0,10.0,750.0,0.75,1200.0,80.0,,,,,,,,,
124,Abutilon theophrasti,"[""Loam"",""Silt"",""Clay""]",Weed,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",26.0,21.5,650.0,0.275,21600.0,70.0,,,,,,,,,
125,Abutilon,"[""Loam"",""Sandy loam"",""Clay loam""]",Flowering plant,"[""Spring"",""Summer"",""Autumn""]",Every 2-3 days,"[""Organic fertilizer"",""Slow-release granular fertilizer""]",Every 4-6 weeks,"[""Tropical regions"",""Subtropical regions"",""Mediterranean regions""]",22.5,22.5,750.0,0.45,20000.0,80.0,,,,,,,,,
126,Abutilon Avicennae,"[""Sandy loam"",""Loamy soil""]",Shrub,"[""Start of summer"",""Monsoon season""]",2,"[""Nitrogen-based"",""Phosphorus-based""]",4,"[""Tropical regions"",""Subtropical regions""]",22.5,22.5,750.0,0.4,30000.0,70.0,,,,,,,,,
127,Abutilon Thurberi,"[""Loam"",""Sandy Loam"",""Clay""]",Shrub,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4 weeks interval,"[""Southwestern United States"",""Mexico"",""South America""]",20.0,20.0,450.0,0.3,25000.0,60.0,,,,,,,,,
128,Abutilon trisulcatum,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Shrub,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Tropical regions"",""Subtropical regions""]",22.5,22.5,750.0,0.45,36000.0,60.0,,,,,,,,,
129,Abutilon Triquetrum,"[""Loam"",""Silt"",""Clay""]",Shrub,"[""Spring"",""Summer""]",3-Feb,"[""NPK"",""Organic compost""]",4,"[""Mediterranean"",""Subtropical"",""Tropical""]",25.0,20.0,750.0,0.3,15000.0,70.0,,,,,,,,,
130,Absconditella Trivialis,"[""Sandy loam"",""Peat moss"",""Leaf mold""]",Moss,"[""Spring"",""Autumn""]",3-Feb,"[""Organic matter"",""Compost""]",12,"[""Temperate forests"",""Shaded areas"",""Damp environments""]",12.5,10.0,900.0,0.55,22000.0,80.0,,,,,,,,,
131,Abronian sand verbena,"[""Sandy"",""Loamy""]",Flowering plant,"[""Spring"",""Summer""]",48,"[""NPK fertilizers"",""Organic compost""]",4,"[""Coastal regions"",""Deserts""]",22.5,21.5,375.0,0.2,22000.0,60.0,,,,,,,,,
132,Abronias,"[""Sandy loam"",""Loam"",""Silty clay loam""]",Flowering plant,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4 (weeks interval),"[""Coastal regions"",""Mediterranean climates"",""Desert regions""]",20.0,20.0,500.0,0.25,20000.0,60.0,,,,,,,,,
133,Abronias orbiculata,"[""Well-drained sandy soil"",""Loamy soil""]",Flowering plant,"[""Spring"",""Summer""]",2,"[""Nitrogen-based fertilizers"",""Phosphorus-based fertilizers""]",4,"[""Coastal regions"",""Mediterranean climates""]",20.0,20.0,450.0,0.35,20000.0,70.0,,,,,,,,,
134,Abronia umbellata,"[""Sandy loam"",""Silt loam"",""Clay loam""]",Flowering plant,"[""Spring"",""Summer""]",3-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""California"",""Oregon"",""Washington""]",17.5,20.0,500.0,0.3,25000.0,60.0,,,,,,,,,
135,Abronio Acutalata,"[""Sandy Loam"",""Clay Loam""]",Flowering Plant,"[""Spring"",""Summer""]",2,"[""10-10-10"",""14-14-14""]",4,"[""California"",""Mexico"",""Arizona""]",21.5,21.0,300.0,0.3,4000.0,70.0,,,,,,,,,
136,Abronias,"[""Sandy loam"",""Loamy sand""]",Flowering plant,"[""Spring"",""Summer""]",2,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""California"",""Oregon"",""Washington""]",20.0,15.0,150.0,0.3,20000.0,70.0,,,,,,,,,
137,Abronia alba,"[""Sandy loam"",""Loamy sand"",""Silty clay""]",Flowering Plant,"[""Spring"",""Summer""]",2-3 hours interval,"[""NPK 10-10-10"",""Organic compost""]",4 weeks interval,"[""California"",""Baja California"",""Mexico""]",20.0,20.0,500.0,0.2,35000.0,60.0,,,,,,,,,
138,Abronia Platyphylla,"[""Sandy"",""Loamy""]",Flowering Plant,"[""Late Spring"",""Summer""]",3-Feb,"[""NPK 10-10-10"",""Compost""]",6-Apr,"[""Southern California"",""Mexico"",""Arizona""]",20.0,15.0,750.0,0.3,24000.0,60.0,,,,,,,,,
139,Abronia variabilis,"[""Sandy"",""Loamy""]",Flowering plant,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4-6 (weeks interval),"[""Coastal regions"",""Desert regions""]",20.0,21.0,300.0,0.3,30000.0,60.0,,,,,,,,,
140,Abutilon,"[""Loamy"",""Sandy""]",Shrub,"[""Spring"",""Summer""]",3-Feb,"[""Organic"",""Slow-release""]",4,"[""Tropical"",""Subtropical""]",22.5,20.0,750.0,0.3,22000.0,70.0,,,,,,,,,
141,Abies Veitchii,"[""Loamy soil"",""Sandy soil"",""Well-drained soil""]",Evergreen Tree,"[""Spring"",""Summer""]",Every 2 days,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer"",""Potassium-based fertilizer""]",Every 4 weeks,"[""Japan"",""China"",""Korea"",""United States""]",7.5,15.0,1500.0,0.55,3000.0,80.0,,,,,,,,,
142,Abronia villosa,"[""Sandy"",""Loamy"",""Clayey""]",Flowering Plant,"[""Spring"",""Summer""]",Every 2-3 days,"[""Nitrogen-based fertilizers"",""Phosphorus-based fertilizers"",""Potassium-based fertilizers""]",Every 4-6 weeks,"[""Coastal regions"",""Desert regions""]",20.0,20.0,450.0,0.3,14000.0,70.0,,,,,,,,,
143,Abronias,"[""Sandy loam"",""Loam""]",Flowering plant,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen-based"",""Phosphorus-based""]",4 weeks interval,"[""California"",""Oregon"",""Washington""]",20.0,21.5,500.0,0.3,20000.0,60.0,,,,,,,,,
144,Abrothallus Welwitschii,"[""Sandy"",""Loamy""]",Moss,"[""Spring"",""Summer""]",24,"[""Organic compost"",""Moss fertilizer""]",8,"[""Tropical Rainforests"",""Temperate Forests""]",20.0,15.0,150.0,0.4,3000.0,70.0,,,,,,,,,
145,Abutilon Wrightii,"[""Sandy loam"",""Loamy sand""]",Shrub,"[""Late spring"",""Summer"",""Early fall""]",2-3 hours interval,"[""Slow-release granular fertilizer"",""Liquid fertilizer""]",4 (weeks interval),"[""Southwestern United States"",""Mexico""]",23.0,20.0,450.0,0.225,22000.0,70.0,,,,,,,,,
146,Acleisanthes acutifolia,"[""Well-drained soil"",""Sandy soil""]",Flowering Plant,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4 (weeks interval),"[""Southwestern United States"",""Northern Mexico""]",25.0,22.5,400.0,0.2,23000.0,60.0,,,,,,,,,
147,Acacia acuminata,"[""Sandy loam"",""Loam"",""Clay loam""]",Shrub,"[""Spring"",""Summer""]",48,"[""Nitrogen-based fertilizers"",""Phosphorus-based fertilizers""]",8,"[""Australia"",""South Africa"",""Spain""]",25.0,25.0,450.0,0.3,20000.0,60.0,,,,,,,,,
148,Acacia acinacea,"[""Sandy loam"",""Loamy sand""]",Shrub,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Australia"",""South Africa"",""Mediterranean region""]",22.5,17.5,450.0,0.2,25000.0,70.0,,,,,,,,,
149,Acacia cyclophylla,"[""Sandy loam"",""Clay loam""]",Shrub,"[""Spring"",""Summer""]",24,"[""NPK fertilizers"",""Organic compost""]",8,"[""Tropical regions"",""Subtropical regions""]",30.0,27.5,1250.0,0.3,20000.0,60.0,,,,,,,,,
150,Aciphylla,"[""Sandy loam"",""Loamy sand""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""New Zealand"",""Australia"",""South America""]",15.0,10.0,1000.0,0.3,30000.0,70.0,,,,,,,,,
151,Acacia aculeatissima,"[""Sandy"",""Loamy""]",Tree,"[""Summer"",""Monsoon""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Australia"",""Mexico"",""India""]",25.0,30.0,650.0,0.3,25000.0,60.0,,,,,,,,,
152,Acacia,"[""Sandy"",""Loamy"",""Clayey""]",Tree,"[""Summer""]",48,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",12,"[""Africa"",""Australia"",""South America""]",22.5,22.5,1000.0,0.3,30000.0,70.0,,,,,,,,,
153,Acaciella,"[""Sandy loam"",""Loamy sand"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",3-Feb,"[""Nitrogen-based fertilizers"",""Phosphorus-based fertilizers""]",4,"[""Tropical regions"",""Subtropical regions""]",24.0,22.5,800.0,0.3,3000.0,80.0,,,,,,,,,
154,Acacia adunca,"[""Sandy"",""Loamy""]",Shrub,"[""Late Spring"",""Summer""]",3-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Southwest USA"",""Western Australia""]",20.0,20.0,350.0,0.2,4000.0,80.0,,,,,,,,,
155,Acacia Accola,"[""Loam"",""Sandy""]",Perennial,"[""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Tropical"",""Subtropical""]",25.0,25.0,750.0,0.3,22000.0,60.0,,,,,,,,,
156,Acarospora aeruginosa,"[""Loam"",""Sandy Loam"",""Clay""]",Lichen,"[""Spring"",""Summer""]",4,"[""Nitrogen-based fertilizers"",""Phosphorus-based fertilizers""]",4,"[""Rocky areas"",""Desert regions""]",20.0,21.5,150.0,0.2,20000.0,80.0,,,,,,,,,
157,achillea aegyptiaca,"[""Well-drained sandy soil"",""Loamy soil""]",Herbaceous perennial,"[""Spring"",""Summer""]",2-3 hours interval,"[""Organic compost"",""Slow-release granular fertilizer""]",4-6 (weeks interval),"[""Mediterranean region"",""North Africa"",""Middle East""]",22.5,17.5,300.0,0.3,3000.0,70.0,,,,,,,,,
158,Achillea Taygetea,"[""Well-drained"",""Loamy"",""Sandy""]",Perennial,"[""Late spring"",""Summer"",""Early autumn""]",2,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,"[""Mediterranean region"",""Central Europe"",""North America""]",20.0,15.0,500.0,0.3,30000.0,60.0,,,,,,,,,
159,Acaena,"[""Well-drained"",""Sandy loam"",""Loamy soil""]",Groundcover,"[""Spring"",""Summer""]",3-Feb,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",6-Apr,"[""Temperate regions"",""Mediterranean climates""]",17.5,20.0,750.0,0.3,20000.0,70.0,,,,,,,,,
160,Achillea Ageratifolia,"[""Loam"",""Sandy Loam""]",Perennial,"[""Spring"",""Summer""]",12 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4 (weeks interval),"[""Mediterranean region"",""Subtropical regions""]",17.5,17.5,500.0,0.45,22000.0,70.0,,,,,,,,,
161,Achillea Ageratum,"[""Sandy"",""Loamy"",""Clayey""]",Perennial,"[""Spring"",""Summer""]",3-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",20.0,20.0,600.0,0.3,25000.0,70.0,,,,,,,,,
162,Acarospora Albomarginata,"[""Sandy"",""Loamy""]",Lichen,"[""Spring"",""Autumn""]",4,"[""Nitrogen"",""Phosphorus""]",4,"[""Rocky areas"",""Desert regions""]",17.5,15.0,400.0,0.3,20000.0,70.0,,,,,,,,,
163,Thelocarpon Albomarginatum,"[""Loamy"",""Sandy"",""Clayey""]",Flowering Plant,"[""Spring"",""Summer""]",12,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,"[""Tropical Regions"",""Subtropical Regions"",""Mediterranean Regions""]",15.0,20.0,750.0,0.3,30000.0,60.0,,,,,,,,,
164,Acacia alata,"[""Loamy"",""Sandy"",""Clay""]",Shrub,"[""Spring"",""Summer""]",72,"[""NPK Fertilizer"",""Organic Compost""]",6,"[""Australia"",""South Africa"",""Brazil""]",17.5,22.5,750.0,0.35,25000.0,70.0,,,,,,,,,
165,Achillea alpina,"[""Loamy"",""Sandy""]",Flowering plant,"[""Early summer"",""Late summer""]",12 hours interval,"[""Organic compost"",""Slow-release granular fertilizer""]",8 weeks interval,"[""Alpine regions"",""Mountainous areas""]",10.0,15.0,600.0,0.3,3000.0,70.0,,,,,,,,,
166,Acalypha Alopecuroidea,"[""Sandy"",""Loamy""]",Shrub,"[""Spring"",""Summer""]",2,"[""NPK"",""Organic fertilizers""]",4,"[""Tropical regions"",""Subtropical regions""]",25.0,30.0,1250.0,0.4,30000.0,70.0,,,,,,,,,
167,Acalypha Aristata,"[""Sandy loam"",""Silty loam"",""Clay loam""]",Shrub,"[""Summer""]",2,"[""Organic compost"",""Slow-release fertilizer""]",4,"[""Tropical regions"",""Subtropical regions""]",24.0,22.5,1000.0,0.3,30000.0,80.0,,,,,,,,,
168,Acalypha,"[""Sandy loam"",""Loam"",""Clay loam""]",Shrub,"[""Year-round"",""Start of rainy season""]",2-3 hours interval,"[""NPK fertilizers"",""Organic compost""]",4 weeks interval,"[""Tropical regions"",""Subtropical regions""]",25.0,30.0,1150.0,0.3,24000.0,70.0,,,,,,,,,
169,Acorus americanus,"[""Sandy loam"",""Clay loam"",""Silt loam""]",Perennial,"[""Summer""]",2,"[""Organic compost"",""Slow-release granular fertilizer""]",6,"[""Eastern North America"",""Southeastern United States"",""Northeastern United States""]",17.5,15.0,1500.0,0.45,4000.0,70.0,,,,,,,,,
170,Acorus calamus,"[""Loamy"",""Sandy"",""Clayey""]",Perennial Herb,"[""Late Spring"",""Summer"",""Early Fall""]",2 hours interval,"[""Organic compost"",""Slow-release fertilizer""]",4 weeks interval,"[""North America"",""Europe"",""Asia""]",23.0,20.0,1500.0,0.5,3000.0,70.0,,,,,,,,,
171,Acalypha amentacea,"[""Sandy loam"",""Clay loam""]",Flowering plant,"[""Year-round""]",6 hours interval,"[""NPK 10-10-10"",""Compost""]",4 weeks interval,"[""Tropical regions"",""Subtropical regions""]",25.0,27.5,1250.0,0.5,30000.0,70.0,,,,,,,,,
172,Acarospora americana,"[""Sandy"",""Silty"",""Loamy""]",Lichen,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Central America"",""South America""]",20.0,17.5,450.0,0.25,36000.0,70.0,,,,,,,,,
173,Acarospora amphibola,"[""Sandy soil"",""Silty soil"",""Clay soil""]",Lichen,"[""Spring"",""Summer""]",24,"[""Nitrogen-based fertilizers"",""Phosphorus-based fertilizers""]",4,"[""Temperate forests"",""Grasslands""]",15.0,12.5,400.0,0.2,20000.0,80.0,,,,,,,,,
174,Acroceras Amplectens,"[""Sandy loam"",""Clay loam""]",Grass,"[""Year-round"",""Start summer""]",2,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Tropical regions"",""Subtropical regions""]",25.0,30.0,750.0,0.3,4000.0,80.0,,,,,,,,,
175,Acacia ampliceps,"[""Sandy loam"",""Loamy sand"",""Silt loam""]",Tree,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Tropical regions"",""Subtropical regions""]",24.0,27.5,1000.0,0.25,25000.0,80.0,,,,,,,,,
176,Acamptopappus,"[""Sandy"",""Loamy""]",Flowering plant,"[""Spring"",""Summer""]",48,"[""Nitrogen-based"",""Phosphorus-based""]",4,"[""North America"",""Europe"",""Asia""]",20.0,15.0,400.0,0.3,30000.0,60.0,,,,,,,,,
177,Acacia Aneura,"[""Sandy"",""Loamy"",""Clay""]",Shrub,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",12,"[""Australia"",""United States"",""Spain""]",27.5,25.0,350.0,0.3,24000.0,70.0,,,,,,,,,
178,Acaciella angustissima,"[""Sandy loam"",""Silty loam"",""Clay loam""]",Shrub,"[""Year-round""]",Once a week,"[""Organic fertilizer"",""NPK fertilizer""]",4,"[""Tropical regions"",""Subtropical regions""]",30.0,25.0,1000.0,0.3,20000.0,80.0,,,,,,,,,
