Names,Description,url
"Barley, Orwell Spring","
				
	Description






New spring 6-row feed barley. Awned head type. Medium plant height. Excellent standability and test weight. Good overall disease resistance. Testing has confirmed 4-6 bu/acre advantage over Cyane.








			",https://americanseedco.com/wp-content/uploads/2018/11/20181116_143538-200x267.jpg
"Bromegrass, Smooth","
				
	Description

A good sod-forming perennial which is leafy and high yielding. It is drought resistant and makes good hay and pasture.
			",https://americanseedco.com/wp-content/uploads/2013/07/Sb6-200x133.jpg
"Buckwheat,  Common","
				
	Description

An erect, herbaceous annual grass used as a green manure crop for renovation of land that is of low productivity. It produces a good crop in 6 to 8 weeks and decays rapidly when plowed under. It is also used for wildlife food, honey crop, poultry feed and human consumption as buckwheat 
flour. Increases in popularity each year.
			",https://americanseedco.com/wp-content/uploads/2013/07/g04163_fig01-200x133.jpg
"Canarygrass, Triatholon Reed","
				
	Description

A long lived clumpy perennial with coarse rhizomes. It grows 4 to 7 feet tall. It is used for pasture, silage, hay and erosion control. This very versatile grass is also excellent for stabilizing waterways, healing and controlling gullies and protecting shorelines of ponds and reservoirs from wave action. It flowers from June through July. It grows best under cool, moist conditions, but is adapted to a wide variety of soil moisture conditions including nontidal marches, stream banks, lake shores, moist woods, and fresh tidal marches.
			",https://americanseedco.com/wp-content/uploads/2013/07/Reedcanarygrass_600x-200x200.jpg
"Clover,  Alsike","
				
	Description

A very hardy clover that frequently takes hold where other clovers fail, especially in low , wet soil or high gravel ground. It provides desirable hay and is excellent for improving the soil. Has a place in
most all mixes. Sow 2-4 lbs. in mixes or 5-8 lbs. alone. Alsike will keep the cost of your seed mixtures down. Not suitable for horse pasture or feeding.
			",https://americanseedco.com/wp-content/uploads/2013/07/alsike-clover-scaled-200x150.jpg
"Clover,  Ladino","
				
	Description

Large type of native white clover. Makes good quality pasture for livestock. Bloat is a potential problem, so it should be planted with other grasses to avoid this problem. Seed 1-2 lbs. per acre in mixes.
			",https://americanseedco.com/wp-content/uploads/2013/07/09552-1-200x200.jpg
"Clover,  Crimson","
				
	Description

Pasture and hay crop. Crimson clover is excellent for grazing and haying. It will regrow if grazed or mowed no lower than 3 or 4 inches before the early bud stage. Mixing with grass reduces its relatively low bloat risk even further. Timely mowing four to six weeks before bloom improves growth, reduces lodging and will cause more uniform flowering and seed ripening on highly fertile.
With its rapid, robust growth, crimson clover provides early spring nitrogen for full-season crops. Rapid fall growth, or summer growth in cool areas, also makes it a top choice for short-rotation niches as a weed suppressing green manure. Popular as a staple forage, crimson clover is gaining increased recognition as a versatile summer-annual cover in colder regions. Its spectacular beauty when flowering keeps it visible even in a mix with other flowering legumes.
Since those early days of food plot experimentation, crimson clover has become one of the most popular annual clovers planted for deer. It is highly preferred by deer as it is an easily digestible, nutritious cool season food plot crop that can withstand heavy, continuous grazing.
Can be mixed with rye and other cereals, vetches, annual ryegrass, red clover.
This seed is an annual although it may reseed itself in fall in warmer climates.
			",https://americanseedco.com/wp-content/uploads/2021/07/crimson-1-200x235.jpg
"Clover,  Medium Red, VNS","
				
	Description

A perennial legume more easily established than alfalfa. Provides two cuttings of hay a season. Still a main part of rotational hay programs. Used extensively with orchardgrass and timothy. Used for hay, silage and commercial seed production.
			",https://americanseedco.com/wp-content/uploads/2013/07/Medium-Red-Clover-Seed-200x200.jpg
"Clover,  White Dutch","
				
	Description

A low growing clover that grows on most soil types except on highly alkaline or saline soils. It spreads by surface stolons that root at the nodes. Withstands trampling or close grazing. Sow at 3 lbs. per acre.
			",https://americanseedco.com/wp-content/uploads/2013/07/09552-200x200.jpg
"Clover, Yellow Blossom","
				
	Description

An excellent soil improver. Used in mixtures with other clovers and grasses for hay. Harvest before it becomes coarse. Sow at 15 lbs. per acre alone or 4-6 lbs. per acre in mixes.
			",https://americanseedco.com/wp-content/uploads/2013/07/30577012_s-200x133.jpg
Rye (Grain) VNS,"
				
	Description

Rye is very winter-hardy and has the ability to perform well even on infertile soils. Used for pasture, winter cover, green manure and grain. Rye also makes good no-till cover crop.
This seed is an annual.
			",https://americanseedco.com/wp-content/uploads/2013/07/rye-200x112.jpg
"Timothy,  Climax","
				
	Description

Leafy, high-yielding, rust resistant variety. Heads out about 7-10 days later than common timothy. Best when used with legumes.
A perennial that should be reseeded every two years.
			",https://americanseedco.com/wp-content/uploads/2013/07/timothy-200x150.jpg
"Trefoil,  Norcen","
				
	Description

Good yielding. Suitable for hay or pasture. Intermediate in height between Viking and Empire in average date of first flowering. Winter hearty.
This seed is a perennial.
			",https://americanseedco.com/wp-content/uploads/2013/07/trefoil-200x133.jpg
"Crown Vetch,  Penngift","
				
	Description

Erosion control.  Ornamental.  Shows promise for hay and pasture.  Should be seeded with a companion crop.  Perennial legume that spreads by underground growth.  Permanent ground cover; chokes out weeds. Blooms all summer with white-violet blooms. 
This seed is a perennial.
			",https://americanseedco.com/wp-content/uploads/2013/07/crownvetch-penngift-2-200x267.webp
"Vetch,  Hairy","
				
	Description

There is a new emphasis on Hairy Vetch as a winter cover crop.  It has been known to add 60-70 lbs. nitrogen to the soil-should be seeded in September for fall cover crop.  Seeded alone, plant 20-30 lbs. per acre.  In mixtures, use 10-15 lbs. Hairy Vetch and 1/2 to 1 bushel small grain.  A good mixture in the spring is 15 lbs. Hairy Vetch to 1 1/2 bushel oats per acre.  Do not seed vetch in small grain to be harvested as grain.
This seed is a winter annual.
			",https://americanseedco.com/wp-content/uploads/2013/07/hairy-200x150.jpg
"Orchardgrass,  Alpine II","
				
	Description

Alpine II is a top-rated, late maturing orchardgrass. This later maturity means Alpine II is able to produce high-quality forage later into the season, making it an ideal option for hay. As a top producer, Alpine II, performed well in both the Kentucky and Wisconsin forage yield trials. Alpine II produces high-quality forage with a high protein content. Alpine II displays excellent disease resistance along with good seedling vigor establishing strongly. Additionally, Alpine
II also has good winter hardiness.
3 Year Yield 11.11
			",https://americanseedco.com/wp-content/uploads/2020/09/images-200x147.jpg
"Orchardgrass,  Devour","
				
	Description

Devour Orchardgrass is a the new name in grazing-type orchardgrasses. Devour, a late maturing orchardgrass was developed to withstand the rigors of intensive grazing systems which can destroy lesser varieties. Devour is quick to establish, out competing weeds and producing a better, high-yielding pasture for your animals. Devour is a highly palatable feed and excellent for hay as well! Devour was a top performer in persistence trials and very compatible with either clover or alfalfa.
			",https://americanseedco.com/wp-content/uploads/2020/11/dactylis-glomerata-orchard-grass-seeds-200x200.jpg
"Orchardgrass,  Potomac","
				
	Description

An improved early maturing variety. More resistant to leaf diseases than common orchardgrass. Very productive and persistent. Recommended with clover.
			",https://americanseedco.com/wp-content/uploads/2013/07/potomac-200x200.jpg
"Winter Peas, Austrian","
				
	Description

Excellent winter cover crop and food plot crop, and since peas are legumes, an excellent source of nitrogen. Growth habit and appearance is similar to garden peas. Very winter hardy when seeded in fall.
This seed is an annual.
			",https://americanseedco.com/wp-content/uploads/2013/07/austrian-winter-peas-4f6199c2db070130cc9ae8c28ec97352-200x149.jpg
Rape,"
				
	Description

Member of the mustard family; seeds are approximately 37% oil; used in the production of healthy cooking oils; high quality livestock supplement; preferred by deer in the winter; makes good biodiesel.
This seed is an annual.
			",https://americanseedco.com/wp-content/uploads/2021/10/oilseed-rape_480x480-200x111.jpg
"Sorghum, Green Grazer","
				
	Description

SSA GREENGRAZER is a small-seeded three way cross with thin stems that are highly palatable. Regrowth after cutting is very fast. SSA GREENGRAZER is a dark green color and also possesses the Green Top trait, which allows for further extension of the plant. Planting SSA GREENGRAZER at higher populations per acre will result in a finer stemmed forage. Finer stems will allow the forage to dry faster for higher quality hay than is possible with thick stemmed types, does not produce the milo on top.
This seed is an annual.
			",https://americanseedco.com/wp-content/uploads/2021/10/sorghum-green-grazer-200x133.jpg
"Sorghum Grain, Heading","
				
	Description

Sorghum is an early maturing sorghum reaching mid-bloom at about 40-50 days after emergence. It is a short, fast maturing sorghum, and it will produce heads with seeds in 90 days or less. A mature plant will be 26-30″ tall with seed becoming marginally palatable and edible at maturity. This sorghum makes excellent seed for all game birds, including quail, turkey, pheasants, doves and ducks. Deer will also feed heavily on the grain in fall and winter. This type of Sorghum is a most valuable source of winter food for quail and other wildlife.. The plants will tiller and keep producing additional heads as long as there is moisture until frost.
This seed is an annual.
			",https://americanseedco.com/wp-content/uploads/2021/10/Sorghum-grain-200x132.jpg
"Buckwheat,  Common","
				
	Description

An erect, herbaceous annual grass used as a green manure crop for renovation of land that is of low productivity. It produces a good crop in 6 to 8 weeks and decays rapidly when plowed under. It is also used for wildlife food, honey crop, poultry feed and human consumption as buckwheat 
flour. Increases in popularity each year.
			",https://americanseedco.com/wp-content/uploads/2013/07/g04163_fig01-200x133.jpg
"Buckwheat,  Common","
				
	Description

An erect, herbaceous annual grass used as a green manure crop for renovation of land that is of low productivity. It produces a good crop in 6 to 8 weeks and decays rapidly when plowed under. It is also used for wildlife food, honey crop, poultry feed and human consumption as buckwheat 
flour. Increases in popularity each year.
			",https://americanseedco.com/wp-content/uploads/2013/07/g04163_fig01-200x133.jpg
Chufa,"
				
	Description

Chufa Seed is a warm season bunch grass planted in food plots for deer, turkey, ducks, hogs, and other wildlife. Chufa is a legume species that produces a tasty under ground nut or tuber that wild turkey scratch up and eat.  Plant May-July.
Type:


Native


Habitat:
Moist ground of fields, meadows, lawns, gardens.


Life Cycle:
Perennial


Bloom Period:
Summer/Fall


Typical Height:
2.6 ft


Minimum Root Depth:
10 in


pH:
5.0 – 7.0


 
 
			",https://americanseedco.com/wp-content/uploads/2024/06/Chufa-turkeys-1-200x68.jpg
"Oats, Kara","
				
	Description

Kara forage oat is a tall, leafy, forage style oat. With excellent yield and improved resistance to leaf rust, it topped the 2018 Penn State Forage trials.
			",https://americanseedco.com/wp-content/uploads/2021/12/efRYJjMN-Forage-Oats-200x133.jpg
Rape,"
				
	Description

Member of the mustard family; seeds are approximately 37% oil; used in the production of healthy cooking oils; high quality livestock supplement; preferred by deer in the winter; makes good biodiesel.
This seed is an annual.
			",https://americanseedco.com/wp-content/uploads/2021/10/oilseed-rape_480x480-200x111.jpg
