Name,Other_Name,Image URL 1,Image URL 2,Description
Dill Seeds,#DL1671-Bouquet,,//agrohaitai.com/cdn/shop/products/DL1671-Bouquet_60x.jpg?v=1677877860,"
                      
                        Bouquet is a popular variety of dill known for its feathery leaves and strong, aromatic, slightly sweet flavor. This herb is an annual plant that grows to a height of about 60-90 cm and produces bright yellow flowers in the summer. 40~50 days to leaf harvest. 90~100 days to harvest seed. The leaves of the bouquet dill are dark blue-green in color.It's relatively easy to grow. It prefers full sun and well-drained soil and can be started in the late spring or early summer. Its delicate leaves and flavorful seeds can be used in a variety of culinary. The flowers are attractive to beneficial insects and are also ideal for cut-flower use.
Avg. 202,000 seeds/lb, 12,000 seeds/oz. Packet: 2g, approx. 800 seeds.
                      
                    "
Sweet Pepper Seeds,#PS1695-Fushimi,//agrohaitai.com/cdn/shop/products/PS1695-Fushimi_60x.jpg?v=1675865937,,"
                      
                        An heirloom Japanese pepper that has been cultivated in the vicinity of Fushimi Ward, Kyoto City for a long time. 60~65 days after transplanting. The dark green fruit is 4~6 inches long, wrinkled with a thin wall. Sweet with no pungent taste. Suitable for stir-frying, grilling, and tempura. Vigorous growth, high yield.
Avg. 72,000 seeds/lb, 4,500 seeds/oz.  Packet: 25 seeds.
This variety is currently unavailable to customers in the USA. 
                      
                    "
Squash and Pumpkin Seeds,#SW1288-Fairytale,,//agrohaitai.com/cdn/shop/products/french_pumpkin_fairytale_2_60x.jpg?v=1610820055,"
                      
                        110-120 days. A French heirloom type pumpkin. The fruits are dark green when immature but turn into a mahogany color at maturity. Large fruits, up to 10 kg, with thick, deep orange and sweet flesh.
Avg.  2,500 seeds/lb, 180 seeds/oz. Packet: 10 seeds.
                      
                    "
Chinese Cabbage Seeds,#CC1532-CR Spring Delight F1,,//agrohaitai.com/cdn/shop/products/DSC_0936-chinese_cabbage_spring_delight_60x.jpg?v=1611080745,"
                      
                        Medium maturity. 4~6LBs. Excellent shape, compact, and uniform. Resistant to Club Root (CR race 11). Dark green outer leaves. Yellow interior, good texture. Slow bolting. Good for sowing in spring. and fall. Planting at 15~17”.
Treated seeds.
Avg. 124,000 seeds/lb, 7,700 seeds/oz. Packet: 100 seeds.
                      
                    "
Lettuce Seeds,#LE1739- Korean Red Skirt,,//agrohaitai.com/cdn/shop/files/IMG_6916-lettuce_korean_red_skirt_60x.jpg?v=1711051347,"
                      
                        A popular variety for Korean BBQ. 55~60 days after sowing. Deep red leaves with a slightly puckered texture. Tolerant to cold and heat, slow bolting. Can be planted in spring, summer and fall.
Treated Seeds.
Avg. 460,000 seeds/lb, 28,000 seeds/oz. Packet: 0.5g, approx. 500 seeds.
                      
                    "
Water Spinach Seeds,#WS1714-Thai Green No.2,,//agrohaitai.com/cdn/shop/files/IMG_2295-water_spinach_thai_green_2_60x.jpg?v=1699288790,"
                      
                        Also known as Kong Xin Cai. Green type. First harvest approximately 45 days after sowing. Thick stem with green bamboo-shaped leaves. High yield. 
Avg. 9,300 seeds/lb, 580 seeds/oz.
This variety is currently unavailable to customers in the USA. 
                      
                    "
Snake Gourd Seeds,#SN1717-Snake 869 F1,,//agrohaitai.com/cdn/shop/files/SN1717-2_60x.jpg?v=1692976421,"
                      
                        60~70 days after transplanting. Dark green with white stripes, 18~24” long, 1.2~2.0” in diameter. The green flesh is tender with a fresh flavor. High yield.
Avg. 1,800 seeds/lb, 110 seeds/oz. Packet: 10 seeds.
                      
                    "
Root Mustard Seeds,#MU1664-Erdaomei,,//agrohaitai.com/cdn/shop/products/IMG_3606-root_mustard_erdaomei_60x.jpg?v=1677795131,"
                      
                        An heirloom variety of root mustard in China. 70~80 days after sowing. Conical-shaped root, 1~2LB. The flesh has a mild taste of mustard. Mainly used for pickles. For fall season planting.
Avg. 259,000 seeds/lb, 16,000  seeds/oz.  Packet: 1g, approx. 500 seeds.
                      
                    "
Bitter Gourd Seeds,#BM1680-Green Apple F1,,//agrohaitai.com/cdn/shop/products/IMG_9974-green_apple_bitter_melon_60x.jpg?v=1672332860,"
                      
                        Early maturity. The dark green fruits are apple-shaped and average 1 lb in weight. Vigorous and productive.
Germination rate: Approx. 80%
Avg. 2,200 seeds/lb, 130 seeds/oz. Packet: 10 seeds.
                      
                    "
Squash and Pumpkin Seeds,#SW1566-Litian #3 F1,,//agrohaitai.com/cdn/shop/products/IMG_5690_kabocha_litian_3_f89b96b5-901f-4f03-a4ac-2c4dba59fbdb_60x.jpg?v=1701378244,"
                      
                        Kabocha squash. Early maturity, 85~90 days. Flat fruits in dark green color, with grey spots and strips. Deep orange flash, nutty and sweet. 2~3 fruits per plant, average 4LB.
Avg. 2,300 seeds/lb, 140 seeds/oz. Packet: 10 seeds.
                      
                    "
White Pak Choy Seeds,#PW1088-New Nabai F1,//agrohaitai.com/cdn/shop/products/17f7f86a-be0b-4eae-9efe-eb5be1e70312_60x.jpg?v=1586639589,,"
                      
                        Baby type. 40~45 days. Vigorous growing and uniform. Nice shape. Deep green and wrinkled leaves with pure white, fat petioles.  Disease resistant. Good for planting in the late summer and fall seasons.
Avg. 231,000 seeds/lb,14,000 seeds/oz. Packet: 1g, approx. 500 seeds.
                      
                    "
Cabbage Seeds,#CA1473-Summer Dish F1,,//agrohaitai.com/cdn/shop/products/DSC_0215-summerdish-t85d_60x.jpg?v=1586438521,"
                      
                        Flat type. 65~70 days from transplanting. Flathead, 4~6 Lbs. Tolerant to heat, humidity, and bursting. Resistant to disease. Crispy and sweet taste.
Treated seeds.
Avg. 72,000 seeds/lb, 4,500 seeds/oz. Packet: 100 seeds.
                      
                    "
White Pak Choy Seeds,#PW1298-Big Choi F1,,//agrohaitai.com/cdn/shop/products/DSC_2366-bigchoi_60x.jpg?v=1678894684,"
                      
                        45~50 days. Pure white petioles with dark green leaves. Vigorous growing and uniform. 
Avg. 173,000 seeds/lb, 10,700 seeds/oz. Packet: 1g, approx. 350 seeds.
                      
                    "
Radish Microgreen Seeds,#RA1326-Sango,,//agrohaitai.com/cdn/shop/products/sango_60x.jpg?v=1673020106,"
                      
                        This variety is specific for microgreens/sprouting. Unique purple cotyledons and stems, although some are green or green-purple in color.
Avg. 31,000 seeds/lb.
                      
                    "
Carrot Seeds,#CR1702-Kintoki,//agrohaitai.com/cdn/shop/products/japanese_carrot_Kintoki_60x.png?v=1673550595,,"
                      
                        It is a famous Japanese heirloom carrot variety. 80 days after sowing. Turning dark red about 70 days after sowing. Bright red interior with a sweet taste. Approx. 10~12” long. Fast growing. Tolerant to heat.
Avg. 378,000 seeds/lb, 23,000 seeds/oz. Packet: 1g, approx. 800 seeds.
                      
                    "
Squash and Pumpkin Seeds,#SW1729-Bei Bei No.1 F1,,//agrohaitai.com/cdn/shop/files/IMG_9751-mini_kabocha_squash_sweet_baby_60x.jpg?v=1696959123,"
                      
                        Mini or baby kabocha variety. Ready for harvest in 70~80 days after sowing. Fruits are flat, featuring a dark green color with grey stripes. Deep orange flesh with a nutty and sweet flavor. The best eating quality is achieved after 1 month of storage.
The plant typically produces 8-12 fruits, each weighing approx. 1 LB.
M=1000 seeds, approx. 173g.  Packet: 10 seeds.
                      
                    "
Green Pak Choy Seeds,#PG1713-Red Tatsoi,,//agrohaitai.com/cdn/shop/files/PG1713-RedTatsoi-2_60x.jpg?v=1703173124,"
                      
                        40~45 days after sowing. Shiny purple leaves with green petioles. Excellent for microgreens and baby greens.
Avg. 220,000 seeds/lb, 13,000 seeds/oz. Packet: 1g, approx. 400 seeds.
                      
                    "
Eggplant Seeds,#EP1641-Jalna Purple F1,,//agrohaitai.com/cdn/shop/products/IMG_8750-indian_brinjal_seeds_jalna_purple_60x.jpg?v=1650827320,"
                      
                        Indian brinjal (eggplant). 55~60 days after transplanting. Miniature elongated purple fruits. Bearing in clusters. Can be harvested in different sizes. Productive.
Treated seeds.
Avg. 158,000 seeds/lb,  9,500 seeds/oz. Packet: 50 seeds.

                      
                    "
Broccoli Seeds,#BR1707-Aspabroc F1,,//agrohaitai.com/cdn/shop/files/BabyBroccoli_Aspabroc_60x.jpg?v=1695909408,"
                      
                        Aspabroc resembles a broccoli raab with an asparagus stem and offers a mild taste. It is easy to grow and requires little space.
The first maturity of the central shoots is 50-60 days from transplant. As the first central shoot matures, harvest it quickly to encourage better side shoot production. Plants will set 3-5 side shoots shortly thereafter and continue for about four weeks in mild weather.
M=1000 seeds. approx. 4.9g.    Packet: 50 seeds
                      
                    "
Oriental Melon Seeds,#ML1716-Yin Mibao F1,,//agrohaitai.com/cdn/shop/products/WeChatImage_20230201155937_60x.jpg?v=1675285988,"
                      
                        Thin-walled Chinese melon. Early maturity. 70~75 days after transplanting. The cylindrical-shaped fruits turn grey from green when they mature. 3~5 fruits per plant, avg. 1~1.5LB. Yellowish green flesh, crispy, sweet and aromatic, with central Brix up to 15%. Resistant to Powdery Mildew.
M=1000 seeds, Packet: 10 seeds
                      
                    "
Kohlrabi Seeds,#KO1691-Vista F1,//agrohaitai.com/cdn/shop/products/IMG_2756-kohlrabi_vista_hybrid_60x.jpg?v=1672778443,,"
                      
                        Early~medium maturity. Can be harvested in 60 days after sowing. Semi-globe bulb in pale green color with white flesh. 1~1.5LBs. Sweet and crispy. Slow to get woody.
Treated Seeds.
Avg. 126,000 seeds/lb, 7,500 seeds/oz. Packet: 1g, approx. 250 seeds.
                      
                    "
Radish Microgreen Seeds,#RA1421-Red Arrow,//agrohaitai.com/cdn/shop/products/IMG_1001-radish_microgreens_red_arrows_60x.jpg?v=1646083344,,"
                      
                        Microgreen seeds. Beautiful pink stems with green leaves. A little spicy with radish flavor.
Avg. 41,900 seeds/lb
                      
                    "
Lettuce Seeds,#LE1740-Korean Green Skirt,//agrohaitai.com/cdn/shop/files/korean_lettuce_green_skirt_60x.jpg?v=1711725749,,"
                      
                        A popular variety for Korean BBQ. 55~60 days after sowing. Green leaves with a slightly puckered texture. Tolerant to cold and heat, slow bolting. Can be planted in spring, summer and fall.
Treated Seeds.
Avg. 567,000 seeds/lb, 35,000 seeds/oz. Packet: 0.5g, approx. 500 seeds.
                      
                    "
Green Pak Choy Seeds,#PG1704-Harmony F1,,//agrohaitai.com/cdn/shop/products/IMG_2488_shanghai_bok_choi_harmony_60x.jpg?v=1718723486,"
                      
                        Medium maturity. Dark green leaves with light green petioles. Tolerant to heat and rain. Resistant to disease. Good for sowing in summer and fall. Can be planted for Shanghai Sum.
Avg. 136,000 seeds/lb, 8,000 seeds/oz. Packet: 1g, approx. 300 seeds.
                      
                    "
Squash and Pumpkin Seeds,#SW1443-Tetsukabuto F1,//agrohaitai.com/cdn/shop/products/DSC_0107-tetsukabuto_06c50528-6b73-48a8-b57c-58095df9692f_60x.jpg?v=1587264513,,"
                      
                        Japanese-type squash. 90~100 days. Round fruits in black or dark green color, with deep orange interior, 5~6 lb. Firm flesh, nutty, and sweet. Mainly used as rootstock for watermelon, melon, and cucumber. Pollinators are required to grow squash. 5 plants of Tetsukabuto need 1 plant of pollinator. Pollinators can be butternut, kabocha, etc.
 Avg. 2,100 seeds/lb, 130 seeds/oz. Packet: 10 seeds.
                      
                    "
Bitter Gourd Seeds,#BM1440-Indian Mini F1,,//agrohaitai.com/cdn/shop/files/DSC_0946-indianmini_fc2415e2-f859-44f3-9ab7-54b6bfd7e694_60x.jpg?v=1703189215,"
                      
                        Early maturity. Beautiful fruits, average. 5”x 2”. Vigorous growing and high yielding with enough water and fertilizer.
Avg. 3,800 seeds/lb, 240 seeds/oz. Packet: 20 seeds
                      
                    "
Cabbage Seeds,#CA1363-TW Cross F1,,//agrohaitai.com/cdn/shop/products/DSC_4405-TWCross_60x.jpg?v=1586438823,"
                      
                        Flat type. 55~65 days from transplanting. Uniform head in excellent shape, 4~5 Lbs. Tolerant to heat and bursting. Crispy and sweet taste. Good for planting in spring, summer, and fall. 
Avg. 88,000 seeds/lb, 5,500 seeds/oz. Packet: 100 seeds.
Due to crop failure in 2023, we regret to inform you that TW Cross seeds will not be available in 2024. We apologize for any inconvenience and thank you for your understanding.
                      
                    "
Cabbage Seeds,#CA1685-Fuji 65 F1,,//agrohaitai.com/cdn/shop/products/IMG_3691-flat_cabbage_fuji_65_60x.jpg?v=1676400885,"
                      
                        65~70 days from transplanting. Flathead, 3~5 LBs. Tolerant to heat and slow to bursting. Resistant to Yellows and Black Rot. Crispy and sweet taste.
Treated seeds.
Avg. 91,000 seeds/lb, 5,700 seeds/oz. Packet: 100 seeds.
                      
                    "
Hot Pepper Seeds,#PP1570-Arapaho F1,,//agrohaitai.com/cdn/shop/products/DSC_0477-T1714_cayenne_pepper_seeds_arapaho_60x.jpg?v=1672686339,"
                      
                        A great choice for gardeners looking to grow a large and pungent cayenne pepper. These compact plants have an early maturity, producing long wrinkled fruits that are 7~8 inches long. The fruit has a great aroma and is known for its high yields. These peppers are perfect for adding a spicy kick to any dish and are sure to be a hit in the garden.
M=1000 seeds. Packet: 25 seeds.
This variety is currently unavailable to customers in the USA. 
                      
                    "
Water Spinach Seeds,#WS1733-Willow Leaf White,,//agrohaitai.com/cdn/shop/files/DSC_0741-water_spinach_willow_leaf_white_60x.jpg?v=1699290206,"
                      
                        Also known as Kong Xin Cai. White type. First harvest approximately 45 days after sowing. Pale thick stem with long narrow leaves. High yield. 
Avg. 9,500 seeds/lb, 600 seeds/oz.
This variety is currently unavailable to customers in the USA. 
                      
                    "
Carrot Seeds,#CR1698-Shin Kuroda,//agrohaitai.com/cdn/shop/products/Japanese_carrot_shin_kuroda_60x.jpg?v=1673540891,,"
                      
                        Also named New Kuroda. It is a famous Japanese variety and is most popular in Asian markets. 100 days after sowing.Dark orange both exterior and interior. Tender and sweet flavored. Approx.7” long, ½ LB in weight. Fast growing and high yield. Tolerant to viruses and heat.
Treated Seeds
Avg. 252,000 seeds/lb, 15,000 seeds/oz. Packet: 1g, approx. 550 seeds.
                      
                    "
Chinese Lettuce Seeds,#LE1706- A Choy #2,//agrohaitai.com/cdn/shop/files/LE1706-AChoy_2A_60x.png?v=1695398322,,"
                      
                        40~45 days after transplanting. Upright with pointed leaves. Tolerant to cold and heat, as well as Downy Mildew (DM). Can be planted in spring, summer, and fall. The optimum temperature for seed germination is 15~20℃(60~70℉). High temperatures can hinder germination.
Avg. 333,000 seeds/lb, 20,000 seeds/oz. Packet: 400 seeds, approx. 0.5g.
                      
                    "
Radish Seeds,#RA1734-Daikon Summer F1,,//agrohaitai.com/cdn/shop/files/Daikonsummer1__1_60x.jpg?v=1705087190,"
                      
                        55~65 days. 14~16” long, 2.5~3” in diameter. Pale green shoulder. Uniform. Firm flesh. Late pithiness. Resistant to disease. Tolerant to heat. Good for sowing in summer and fall.
Avg. 35,000 seeds/lb, 2,000 seeds/oz. Packet: 2g, approx. 150 seeds.
                      
                    "
Green Pak Choy Seeds,#PG1694-Shanghai 110 F1,,//agrohaitai.com/cdn/shop/files/IMG_4439-green_pak_choy_shanghai_110_hybrid_60x.jpg?v=1714919726,"
                      
                        Featuring a beautiful shape and nice color, this variety matures in about 40 days. It has upright plants with glossy, dark green leaves and long, wide petioles. Cold-tolerant and slow to bolt, it is also resistant to diseases. Ideal for spring and fall planting, this variety is suitable for summer cultivation in highland areas as well.
Avg. 205,000 seeds/lb, 12,500 seeds/oz. Packet: 1g, approx. 400 seeds.
                      
                    "
Choy Sum Seeds,#YC1678-Late 70D F1,,//agrohaitai.com/cdn/shop/files/IMG_5282-hybrid_choy_sim_late_70d_60x.jpg?v=1713129866,"
                      
                        Medium~late maturity, typically 30~35 days after sowing. The plant is upright, featuring a thick green stem and long oval leaves in a bright dark green color.
Compared with “Green 70D Impr.”, the plant displays greater uniformity. The maturity is slightly delayed by 2~5 days. Both leaves and stems show a little darker.
Uniform and high yield. Tolerant to DM, and soft rot. Well suited for sowing in late spring, summer, and fall seasons. Avg. 166,000 seeds/lb, 10,000 seeds/oz. Packet: 2g, approx. 700 seeds.
                      
                    "
,#TS1606-Hand Transplanter,,,"
                      
                        Double-handle. Stainless steel. This hand-held transplanter allows you to plant easily and effectively from standing position. 
Application: seedlings, bulbs
Dimension: 35"" x 3"" (H X D)
Package Dimension: 37"" x 13"" x 51/2""
                      
                    "
Chinese Cabbage Seeds,#CC1738-Chun Yeon Gold F1,,//agrohaitai.com/cdn/shop/files/DSC_0333-korean_napa_cabbage_chun_yeon_gold_60x.jpg?v=1712941290,"
                      
                        Medium maturity. Short cylindrical head with dark green outer leaves and yellow interior. Head size 4~6LBs, uniform.Tolerant to DM, Soft Rot and Tip Burns.Tolerant to cold, slow bolting. Good for sowing in spring, summer and fall.
Treated Seeds.
Avg. 157,000 seeds/lb, 9,800 seeds/oz. Packet: 100 seeds.
                      
                    "
Sweet Pepper Seeds,#PS1723-Gochu Sweet F1,,//agrohaitai.com/cdn/shop/files/PS1723-GochuSweetF1-2_60x.jpg?v=1703257022,"
                      
                        Korean sweet pepper, also as known as Cucumber Pepper(오이고추). Mid-maturity, 45~50 days after transplanting. Dark green fruits, 6~7” in length x 0.8~1.1” in diameter. No or mild spiciness with a sweet flavor, making it ideal for a snack pepper. Productive.
M=1000 seeds, approx. 6.5g. Packet: 25 seeds.
                      
                    "
Radish Seeds,#RA1718-Hong Lee F1,,//agrohaitai.com/cdn/shop/files/IMG_1291-chinese_radish_hong_lee_60x.jpg?v=1699283884,"
                      
                        40~45 days after sowing. 8~10” in length, 2~2.5” in diameter. Vibrant red skin with a pure white interior. Crispy with a sweet flavor. Slow bolting. Uniform. Tolerant to pithiness. Suitable for late spring and fall sowing.
Treated Seeds.
Avg. 40,000 seeds/lb, 2,500 seeds/oz. Packet: 2g, approx. 170 seeds.
                      
                    "
Oriental Melon Seeds,#ML1528-Hami #1 F1,//agrohaitai.com/cdn/shop/products/0628cb86-95be-4655-ad90-e2e2bdceee63_60x.jpg?v=1675369269,,"
                      
                        85~100 days. Oval fruit 4~5 Lbs, Orange flesh, sweet with center Brix 14~16%. Vigorous growing. Disease resistant.
M=1000 seeds, Packet: 10 seeds
                      
                    "
Chinese Cabbage Seeds,#CC1635-Little Pagoda F1,,//agrohaitai.com/cdn/shop/products/DSC_0391-Michihili_napa_little_pagoda_60x.jpg?v=1697200738,"
                      
                        Michihili type. 70~75 days after sowing. The head is long-cone shaped, 12~15” long, 2.5~3LBs. Beautiful shape, compact, and uniform. Good for sowing in late spring, summer, and fall seasons.
Avg. 170,000 seeds/lb, 10,500 seeds/oz. Packet: 100 seeds.
                      
                    "
White Pak Choy Seeds,#PW1426-Joi Choi F1,,//agrohaitai.com/cdn/shop/files/PW1426-JoiChoi_60x.jpg?v=1704826998,"
                      
                        Mid-early maturity. 50 days. 12-16"". This hybrid revolutionized the production of pak choi in North America by making it a reliable, easy crop to grow. Joi Choi is slow-bolting with excellent uniformity. This variety has been accepted nationwide and is the standard variety in the industry.
M=1000 seeds. Packet: 100 seeds.
                      
                    "
Green Pak Choy Seeds,#PG1709-Lunar Queen No. 2 F1,,//agrohaitai.com/cdn/shop/products/IMG_3409-shanghai_pak_choy_lunar_queen_2_dc112759-3750-40e9-8d36-6674a078e742_60x.jpg?v=1715396763,"
                      
                        Medium to late maturity. Dark green leaves with long and light green petioles. Tolerant to cold and exceptionally slow bolting. Good for sowing in spring, summer and fall. Excellent variety for large-sized Shanghai Pak Choy.
Treated Seeds.
Avg. 226,000 seeds/lb, 14,000 seeds/oz. Packet: 1g, approx. 400 seeds.
                      
                    "
Hot Pepper Seeds,#PP1727-Dalong 845 F1,,//agrohaitai.com/cdn/shop/files/IMG_8449-chinese_hot_pepper_long_cayenne_dalong_845_60x.jpg?v=1706906305,"
                      
                        Long Cayenne variety. Early maturity, 35~40 days after transplanting. Wrinkle fruits in dark green color, 10~12” long x 1.5~2” wide. Medium hot. Productive.
M=1000 seeds. Packet: 25 seeds.
This variety is currently unavailable to customers in the USA. 
                      
                    "
Turnip Seeds,#TU1627-Hakuba F1,//agrohaitai.com/cdn/shop/products/japanese_turnip_hakuba_60x.jpg?v=1645128917,,"
                      
                        40~45 days. The globe-shaped roots are glossy pure white and uniform. The flesh is firm, tender, and sweet with great taste. Excellent for salad. It is tolerant to cold and heat with wide adaptability. Best to harvest when the roots are 4 inches. Can be harvested at an early small stage. It is a good variety for turnip greens. Slow to bolt. Good for sowing in the spring, summer, and fall seasons.
Avg. 200,000 seeds/lb, 12,000 seeds/oz. Packet: 1g, approx. 400 seeds.
                      
                    "
Choy Sum Seeds,#YC1299-Green 80 Days,//agrohaitai.com/cdn/shop/products/green_80d_60x.jpg?v=1586436053,,"
                      
                        Late maturity, 35~40 days. Oval/round leaves in bright dark green color with a thick stem. Thick stem in green color. Cold and heat tolerant and slow bolting.  Tolerant to DM. Can be sowed in the spring, summer, and fall seasons.
Avg. 188,160 seeds/lb, 11,760 seeds/oz. Packet: 2g, approx. 840 seeds.
                      
                    "
Turnip Seeds,#TU1669-Purple Top White Globe,//agrohaitai.com/cdn/shop/products/op_turnip_purple_top_white_globe_60x.jpg?v=1649450048,,"
                      
                        45-55 days. The most widely grown variety worldwide, the medium-green cut-leaf tops average 18 inches tall and can be used as cooked greens.  Slightly tapered globe-shaped roots, purple above ground and white below ground.
The flesh of a turnip is sweet mild and fine-grained. Best harvested when 3 to 4 inches in diameter.  
Avg. 268,000 seeds/lb, 16,000 seeds/oz. Packet: 1g, approx. 500 seeds.



                      
                    "
Green Pak Choy Seeds,#PG1736-CR Shiki F1,,//agrohaitai.com/cdn/shop/files/IMG_4770-green_bok_choy_cr_shiki_60x.jpg?v=1715268520,"
                      
                        40~45 days. Oval/round green leaves with thick and light green petioles. Tolerant to heat. Resistant to clubroot. Ideal for sowing in summer and fall.
Avg. 151,000 seeds/lb, 9,400 seeds/oz. Packet: 1g, approx. 300 seeds.
                      
                    "
Radish Seeds,#RA1710-Hayo,,//agrohaitai.com/cdn/shop/files/IMG_7480-leafy_radish_hayo_60x.jpg?v=1692994664,"
                      
                        Leaf radish. 25~40 days after sowing. The dark green leaves have few hairs. Tender and excellent for stir-fry and soup.
Avg. 29,500 seeds/lb, 1,800 seeds/oz. Packet: 2g, approx. 130 seeds.
                      
                    "
Cabbage Seeds,#CA1480-Seoul 65 F1,,//agrohaitai.com/cdn/shop/products/DSC_0255-seoul65-t55d_60x.jpg?v=1679430621,"
                      
                        Flat type. 55~65 days from transplanting. Flat head with short core, 4~5 LBs. Bright green color. Thin Leaves with great taste. Tolerant to Fusarium Yellows and Black Rot. 
Treated seeds.
Avg. 84,000 seeds/lb, 5,200 seeds/oz. Packet: 100 seeds. 
                      
                    "
Green Pak Choy Seeds,PG1732-Jimao Choi No.2 F1,,//agrohaitai.com/cdn/shop/files/PakChoy-JimaoChoiNo.2_60x.jpg?v=1715864724,"
                      
                        20~30 days. Bright green leaves with bright green petioles. Tolerant to heat. Similar to Jimao Choi F1.
Avg. 172,000 seeds/lb, 10,000 seeds/oz. Packet: 1g, approx. 300 seeds.

                      
                    "
Squash and Pumpkin Seeds,#SW1722-Kabocha 932 F1,,//agrohaitai.com/cdn/shop/files/IMG_1163-winter_squash_kabocha_squash_932_60x.jpg?v=1696364496,"
                      
                        Kabocha type. Ready for harvest in 85~95 days after sowing. Fruits are flat, featuring a dark green color with grey spots and strips. Deep orange flesh with nutty and sweet flavor. 2~3 fruits per plant, 4~5LB.
Avg. 2,600 seeds/lb, 160 seeds/oz. Packet: 10 seeds.

                      
                    "
Bush Bean Seeds,#BB1728-Improved Purple Queen,//agrohaitai.com/cdn/shop/files/ImprovedPurpleQueen_60x.jpg?v=1705424310,,"
                      
                        50~55 days. Dark purple pods, 5~6” in length. The pods turn green when cooked. Delicious with a great flavor. Resistant to BCMV and CMV. Uniform and high yield.
Avg. 1,500 seeds/lb, 90 seeds/oz. 
                      
                    "
Mitsuba Seeds,#MB1636-Kanto Mitsuba,//agrohaitai.com/cdn/shop/products/IMG_3878-japanese_kanto_mitsuba_60x.jpg?v=1679513268,,"
                      
                        Also known as Japanese Honewort or Japanese parsley. White stems and green leaves with a pleasing aroma. Vigorous growth, disease-resistant, and easy to cultivate. Well-suited for use as microgreens.
Avg. 162,000 seeds/lb, 10,000 seeds/oz. Packet: 1g, approx. 300 seeds.
                      
                    "
White Pak Choy Seeds,#PW1712-White Swan No. 2 F1,,//agrohaitai.com/cdn/shop/files/IMG_5945-bok_choy_white_swan_2_60x.jpg?v=1695911986,"
                      
                        Medium-height Pak Choy. Ready for harvest in 40~45 days after sowing.  Dark green leaves with pure white petioles. Can be grown to produce Pak Choy Sum. Tolerant to heat and rain. Good for planting during the summer and fall seasons. 
Avg. 223,000 seeds/lb, 13,500 seeds/oz. Packet: 1g, approx. 450 seeds.
                      
                    "
Bush Bean Seeds,#BB1725-Goldrush,//agrohaitai.com/cdn/shop/files/goldrush_60x.jpg?v=1705422830,,"
                      
                        58 days. Bright yellow pods with green tips, 4~5” in length. Crisp with a glorious flavor. Cluster growth around the main stem. Resistant to BCMV and BCTV. Uniform and high yield.
Avg. 1,900 seeds/lb, 100 seeds/oz.
                      
                    "
Cabbage Seeds,#CA1720-Flat B215 F1,,//agrohaitai.com/cdn/shop/files/IMG_3783-korean_cabbage_flat_b215_60x.jpg?v=1699307845,"
                      
                        75~80 days from transplanting. Flathead,4~6 LBs. Tolerant to heat, humidity, and bursting. Crispy and sweet taste. 
Avg. 125,000 seeds/lb, 7,800 seeds/oz. Packet: 100 seeds. 
                      
                    "
,Gift Card,//agrohaitai.com/cdn/shop/products/giftcard_60x.png?v=1671220481,,"
                      
                        Shopping for someone else but not sure what to give them?
Give them the gift of choice with a Haitai Seeds gift card.

Gift cards are delivered by email and contain instructions to redeem them at checkout.
Our gift cards have no additional processing fees.

                      
                    "
Microgreen Seeds,#AM1377-Red Garnet,,//agrohaitai.com/cdn/shop/products/redgarnet_60x.jpg?v=1709915558,"
                      
                        Red Garnet is a popular choice for growing microgreens due to its vibrant color, delicious flavor, and nutritional value.It's known for its striking reddish-purple leaves and has a mild, earthy, and slightly nutty flavor with a hint of spinach or beet greens. Making it an attractive addition to salads and dishes.
These microgreens are fast growers and can be harvested in about 10-14 days after sowing.
Avg. 581,000 seeds/lb, 36,000 seeds/oz
The germination rate is approx. 80%.
                      
                    "
Chinese Kale Seeds,#CK1458-Crown Jade F1,,//agrohaitai.com/cdn/shop/products/crownjade_60x.jpg?v=1699457306,"
                      
                        Medium maturity, 50~55 days. Dark green round leaves. Vigorous and uniform. Disease resistant.
Avg. 89,600 seeds/lb, 5,600 seeds/oz. Packet: 1g, approx. 200 seeds.
                      
                    "
White Pak Choy Seeds,#PW1696-Snow Bok F1,,//agrohaitai.com/cdn/shop/files/snowbok2_60x.jpg?v=1715612347,"
                      
                        40~50 days after sowing. Size 4~5”. Compact plant with a beautiful shape. Dark green leaves with pure white and fat petioles. Slow bolting and disease resistance. Good for late spring, summer and fall season planting. 
Avg. 249,000 seeds/lb, 15,000 seeds/oz. Packet: 1g, approx. 500 seeds.
                      
                    "
Choy Sum Seeds,#YC1632-Green 70D-3,,//agrohaitai.com/cdn/shop/files/IMG_2925-choy_sum_green_70d_3_60x.jpg?v=1713465449,"
                      
                        Medium maturity, 30~35 days after sowing. Long oval leaves in vibrant dark green color with short petioles. The upright plants are convenient for cutting. Thick and short green stem with short internode. 
Uniform and high-yielding. Tolerant to DM, and soft rot. Slow bolting. Good for sowing in late spring, summer and fall season. Compared to “Green 70D, Impr”, it has slightly darker green leaves and matures a couple of days earlier.
Avg. 226,000 seeds/lb, 14,000 seeds/oz. Packet: 2g, approx. 1,000 seeds.
                      
                    "
