Title,Description,URL
Tri-Color Bush Bean Blend,"A red-ribbed cultivar of Swiss Chard, Rhubarb Chard is one of the prettiest greens around. The plants are vigorous and leafy, making them a gorgeous (and healthy) edible landscaping plant. Rhubarb Chard boasts the brightest of red stalks, with brilliant green leaves that can span 12 inches across. Just a few leaves are enough for a summer sauté.",https://hudsonvalleyseed.com/cdn/shop/products/Tri-Color-Bean-Blend-vendor-unknown-1630677355.jpg?v=1672764055
Ultimate Salad Bowl,"Royal is a green-leaved oak leaf lettuce that does well in both heat and cold. It resists turning bitter well, and it provides a terrific cut-and-come-again harvest. Compact and quick-growing; harvest good-sized plants in six weeks.",https://hudsonvalleyseed.com/cdn/shop/products/IMG_4267.jpg?v=1672255889
Vates Blue Curled Kale,"One of the easiest radishes to grow! Cherry red, early, and the perfect radish shape, with good, toothy flavor. These radishes are reliable and uniform in either spring or fall, and form rounded red roots very early in their development - so they can even be harvested young for the cutest miniatures. Great texture and flavor even when big.",https://hudsonvalleyseed.com/cdn/shop/products/Vates-Blue-Curled-Kale-vendor-unknown-1630676372.jpg?v=1630676375
Velour Haricot Vert Bush Bean,"Lettuce is rarely enough to carry a salad; it's usually the other greens that take center stage, adding the kick and spice that are so important to a flavorful mouthful. That's where Salad Savor comes in. A lettuce-free mix chosen for flavor and texture, Salad Savor will be your go-to greens for their tangy taste, deep green color, and excellent nutrition. Combine baby leaves with baby lettuce for a delightful spring mix, eat alone in summer for pungent salads, or sauté full-grown plants in fall or anytime!",https://hudsonvalleyseed.com/cdn/shop/products/Velour-Haricot-Vert-Bush-Bean-vendor-unknown-1630681089.jpg?v=1630681091
Vivid Choi,"Includes Arugula, Baby Bok Choy, Red Streaks Mizuna, Tokyo Bekana, and Yukina Savoy.",https://hudsonvalleyseed.com/cdn/shop/products/Vivid-Choi-vendor-unknown-1630677626.jpg?v=1630677632
Wasabina: Wasabi Greens,"A truly purple, curly kale that is well-suited to the fall garden. Compact plants are quite beautiful and can easily be worked into edible landscapes, including mixed container arrangements. Extremely cold hardy plants make beautiful bunched greens and are an excellent choice for the winter garden.",https://hudsonvalleyseed.com/cdn/shop/products/Wasabina_Greens.jpg?v=1670861812
Watermelon Radish,"This heirloom carrot originally from France has been improved in the U.S. over the last 50 years. It is now one of the most uniform and easy to grow open-pollinated carrot varieties. The rounded ends of the six-inch roots have even been known to grow well in heavier soils. Crisp texture, deep orange color, and good storage make this a home garden favorite.",https://hudsonvalleyseed.com/cdn/shop/files/watermelon_radish_2.jpg?v=1691265447
Wild Arugula,"This turnip was improved and reintroduced by breeder Frank Morton. Every part of this turnip is beautiful and tasty, revolutionizing what a turnip might be. The leafy tops are pink-ribbed and tender, the roots are bright magenta on the outside and white with pink streaks on the inside. When we first grew these turnips, we sliced them thinly and ate them raw. After hearing they are categorized as a ""pickling"" turnip, we tried that too, with excellent results. They are also delicious in a classic Japanese dish--roots seasoned and braised with the tops chopped and mixed in.
Best grown in spring or in late summer for fall harvest. Stores well.",https://hudsonvalleyseed.com/cdn/shop/products/Wild-Arugula-vendor-unknown-1630676395.jpg?v=1630676396
Yellowstone Carrot," A stunning tatsoi with plum-colored leaves, bright green stems and contrasting undersides. Scarlet Red can be used as a baby cut-and-come-again salad green, or grown to a full, semi-heading rosette. An excellent choice for container growing and succession sowing. Delicious flavor, and possibly more resistant to flea beetle damage because of its dark coloration.",https://hudsonvalleyseed.com/cdn/shop/products/ADD3123F-659D-48FA-B45D-41FDBC565499.jpg?v=1646768792
Yugoslavian Red Butterhead Lettuce,"THE STORY: As the name suggests, Siberian kale is a cold-hardy kale variety from Northern Asia. Siberian Kale is a treat to grow--easy, productive, and beautiful--and its medium-frilly leaves are extremely versatile: equally useful in cases when you want soft and melting greens as when you want greens that have a little structure and toothsomeness. Best flavor after a frost.",https://hudsonvalleyseed.com/cdn/shop/products/YugoslavianRed_5.jpg?v=1673646194
Benning's Green Tint Patty Pan Squash,"USE: Siberian kale is one of the lesser known kales, though you might see it in abundance on supermarket shelves as a baby kale leaf used in salad mixes. While it makes a great addition to salads, you must leave it to grow to appreciate its full potential! The leaves are large, but tender, and only need a quick cooking to make them tender.",https://hudsonvalleyseed.com/cdn/shop/products/IMG_3734_19c9d5da-19ac-416c-acb3-3e4594e3ecf8.jpg?v=1675352131
Blushed Butter Oak Lettuce Seedlings,"Forellenschluss, the German name for this Austrian lettuce, translates to ""Spotted Trout."" Both the fish and this romaine are beautifully colored and prefer cool living
conditions. However, while lettuce does like plenty of moisture, only the fish will grow happily underwater. Next time you're fishing around for a flashy addition to your plate, try this tender, sweet, painterly romaine.",//shop.hudsonvalleyseed.com/cdn/shop/products/img_4224_1988b559-75b7-4cfd-9c74-7b7f550f95d8_540x540.jpg?v=1587488254
Braising Mix,"The flecks of red on Spotted Trout's pale green leaves add beauty to any salad. It has a compact habit with leaves that are thinner and softer than the average romaine, and its flavor is more subdued and delicate.",//shop.hudsonvalleyseed.com/cdn/shop/products/Braising-Mix-vendor-unknown-1630675288_540x540.jpg?v=1630675293
Gilfeather Rutabaga,"Spotted Trout is part of Slow Foods US Ark of Taste, a catalog of over 200 delicious foods in danger of extinction. By promoting, sowing, and growing Ark products we help ensure they remain in production and on our plates.",//shop.hudsonvalleyseed.com/cdn/shop/products/Gilfeather-Rutabaga-vendor-unknown-1630680549_540x540.jpg?v=1630680552
Gold Rush Yellow Wax Bush Bean,"Determinate vines require little trellising and yield a nice supply of stringless snap peas. Plants only reach 24-30 inches high. The peas form mainly at the top of the plants, making picking a breeze.",https://hudsonvalleyseed.com/cdn/shop/products/IMG_6840.jpg?v=1672763761
Ideal Market Pole Green Bean,"Oregon farmer and free thinker Alan Kapuler, aka Mushroom, has been growing, saving, and breeding new open-pollinated plants through Peace Seeds for decades. His varieties, like the twisting, outstretched hyper-tendrils of this purple sugar snap pea, have become intertwined with multiple generations of his family tree: his children are also seeds people. Combined with the delicious and abundant shoots and tendrils, which are also edible, these snappy purple pods are everything you need for a salad or sauté.",//shop.hudsonvalleyseed.com/cdn/shop/products/Ideal-Market-Green-Bean-vendor-unknown-1630675755_540x540.jpg?v=1630675769
North Pole Lettuce,"Note that there is still some variation in the pod color and the appearance of green pods, along with the purple pods, should be expected.",https://hudsonvalleyseed.com/cdn/shop/products/North-Pole-Lettuce-vendor-unknown-1630676021.jpg?v=1630676036
Nozaki Chinese Cabbage Seedlings,"To many, the arrival of the Sugar Snap harvest means summer is really here. And, it tastes like it! Crisp, crunchy, green, pea-flavored sweetness--terrific fresh or cooked quickly in the steamer or in stir-fries. This variety is the classic one: climbs sky-high on a trellis, yielding copious quantities of three-inch-long pods.",//shop.hudsonvalleyseed.com/cdn/shop/products/Nozaki-Chinese-Cabbage-vendor-unknown-1630679741_540x540.jpg?v=1630679743
Oats And Field Peas Cover Crop Seed,"AKA Alderman. This open-pollinated shelling pea is beloved among all of our staff members. Vines are covered with long, easy to shell pods, filled with 6-8 plump peas. This variety doesn't get as starchy as other shelling peas we have tried. Tall vines reach 6' and require trellising. Sow as soon as soil can be worked.",https://hudsonvalleyseed.com/cdn/shop/products/Oats-and-Field-Peas-Cover-Crop-Seed-vendor-unknown-1630677489.jpg?v=1644623436
Organic Microgreens: Broccoli,"The artwork on this pack completes a sort of interruption the narrow vantage offered by a vintage Japanese stamp. It imagines the parasoled lady on a stroll in a field of Komatsuna, also known as Mustard Spinach, Japanese Spinach, or Tendergreen. Among her are all stages of the crop: young, flowering, gone to seed. You can reproduce this full spectrum scene in your own garden by letting some plants live on without the interruption of harvest: they will flower and go to seed self-sowing a second generation for delicious fall greens.",https://hudsonvalleyseed.com/cdn/shop/files/PXL_20231108_131229617.jpg?v=1699979362
Purple Peacock Broccoli,"Komatsuna is one of our favorite Asian greens. You can plant it from early spring through fall and eat the leaves, stems, and even flower heads; it survives the winter happily in an unheated tunnel or under row cover. You can use the leaves fresh when young. Wilt or braise when more mature for an unbeatably tender, melting, bright-green, sweet mild mustardy treat! Delicious, highly nutritious (plenty of calcium), and a beautiful, light-green, shiny addition to any garden. If you try one new leafy vegetable this year, make it Komatsuna.",https://hudsonvalleyseed.com/cdn/shop/products/Purple-Peacock-Broccoli-vendor-unknown-1630676963.jpg?v=1630676970
Purple Vienna Kohlrabi,"Looking for a new green to add to your garden repertoire? Try Tokyo Bekana! Fast growing and tasty with crunchy stems. It resembles baby Chinese cabbage leaves at full size. May be grown successfully as cut-and-come-again, or thinned to grow to maturity for harvest as a bunching green. Mature heads can be used in stir fries, soups and other tasty cooked preparations.",//shop.hudsonvalleyseed.com/cdn/shop/products/Purple-Vienna-Kohlrabi-vendor-unknown-1630676135_540x540.jpg?v=1630676148
Red-Cored Chantenay Carrot,"These small lettuces grow quickly; full-size heads (which top out around the size of a large apple) are ready to eat in just over six weeks. Tom Thumb's leaves are bright green, with a buttery and smooth texture. Piled whole with coarsely chopped vegetables, Tom Thumb makes a dramatic salad.",//shop.hudsonvalleyseed.com/cdn/shop/products/Red-Cored-Chantenay-Carrot-vendor-unknown-1630676195_540x540.jpg?v=1630676198
Royalty Purple Pod Bush Bean,"Grimm's fairy tales celebrate many tiny but clever characters, including Tom Thumb. At the end of his first journey away from home ""surrounded by tricksters, thieves, and a wolf."" Tom Thumb exclaimed, to have traveled all over the world and now I am very glad to come home and get fresh air again. Peas, too, have traveled the world, and this Tom Thumb is happy to continue moving. Bred for container culture, this pea will happily travel around your patio in a pot or planter.",//shop.hudsonvalleyseed.com/cdn/shop/products/PurplePodBean_5_1_540x540.jpg?v=1671032713
Scarlet Ohno Revival Turnip Seedlings,"While lot a heavy producer, this petite shelling pea is delightful when placed on a window sill, table, or patio for a satisfying snack. Munch on the leaves too!",//shop.hudsonvalleyseed.com/cdn/shop/products/Scarlet-Ohno-Revival-Turnip-vendor-unknown-1630676575_540x540.jpg?v=1630676581
Tokyo Market Turnip,"A garden is a city of sacred architecture, where symmetry and asymmetry grow side by side. Here, a trio of bush beans spiral together inside a quatrefoil form. Literally translated as ""4-leaved,"" this shape is believed to have traveled the Silk Road, just like many seeds. Add these beans, with their 3 colors and their 3 lobed leaves, to the architectural diversity of your garden; and let the pack, with its 4-petaled shape, grace your wall, fridge, or garden shed as art. ",//shop.hudsonvalleyseed.com/cdn/shop/products/Tokyo-Market-Turnip-vendor-unknown-1630679771_540x540.jpg?v=1630679773
Windowsill Self-Watering Microgreens Tray,"A fantastic, sturdy, compact, reusable planter set for growing fresh microgreens on your indoor windowsills! Bottom tray included for easy bottom watering. Dishwasher safe and made of food grade, BPA free plastic. Made in the USA. Each set measures 8.25"" x 5"" x 2"".
",https://hudsonvalleyseed.com/cdn/shop/files/Various_Product_Squares_1_18a7ae12-33c3-4a3d-8482-30f9ff0983fb.png?v=1724350344
Coir Discs - Set Of 12,"This new plastic-free microgreens pot comes with everything you need to grow your own greens indoors. The densely planted baby leaves of greens and other veggies are tender, bursting with fresh flavors, and very nutrient-dense. Microgreens make a perfect addition to salads, sandwiches, or any dish you'd like to dress up with a tasty nutritional boost.

But they're expensive to buy, and because they don't keep well, store-bought microgreens aren't nearly as good as what you can grow at home. With this kit, it's now easy and fun to grow them yourself. The kit comes with:

1. A beautiful, handmade terracotta pot that you water just once a week. The pot measures 5.25"" by 5.25"" and is 3"" tall. It comes in 4 colors - Bat Ray (dark grey), Fog (light grey), Stinson (beige) and Lichen (pale green).",https://hudsonvalleyseed.com/cdn/shop/files/PXL_20231028_170258373.jpg?v=1699986679
Orta Self Watering Microgreens Pot,2. Organic soil to last you for four rounds of plantings (in the form of Coco Coir pellets).,https://hudsonvalleyseed.com/cdn/shop/products/Self-Watering-Microgreens-Kit-vendor-unknown-1630681280.jpg?v=1630681311
Organic Microgreens: Arugula,"3. Illustrated instructions for how to grow your microgreens.

And when you're done, you'll be left with zero waste (all packaging is compostable or recyclable) and a gorgeous pot that you can reuse for a lifetime!",https://hudsonvalleyseed.com/cdn/shop/files/PXL_20231109_144911574.jpg?v=1699979129
Organic Microgreens: Radish, ,https://hudsonvalleyseed.com/cdn/shop/files/PXL_20231108_131429371.jpg?v=1699980488
Organic Microgreens: Amaranth,"Note: Condensation does form, place on a protective tray or surface if moisture is an issue.",https://hudsonvalleyseed.com/cdn/shop/files/PXL_20231108_132212989.jpg?v=1699978530
Organic Microgreens: Broccoli Raab,These nutrient rich greens add a touch of spice to any meal and taste great on their own. Very fast growing. One ounce of seed will grow 10-20 batches in our windowsill microgreens trays.,https://hudsonvalleyseed.com/cdn/shop/files/1000001510.jpg?v=1702677242
Organic Microgreens: Lettuce,These nutrient rich greens add a touch of spice to any meal and taste great on their own. Very fast growing. One ounce of seed will grow 10-20 batches in our windowsill microgreens trays.,https://hudsonvalleyseed.com/cdn/shop/files/PXL_20231109_144805810.jpg?v=1699980079
Organic Microgreens: Kale,"Shiso is a real treat as a microgreen! Its unique, robust flavor shines through even at the sprout stage, making these microgreens an excellent addition to homemade sushi or poke bowls. Like basil, shiso prefers a warm spot for germination, so before putting these on a cool or drafty windowsill, germinate them somewhere a bit more snug. One ounce of seed will grow 10-20 batches in our windowsill microgreens trays.",https://hudsonvalleyseed.com/cdn/shop/files/PXL_20231108_131836584.jpg?v=1699979726
Organic Microgreens: Mustard,"This Starter Kit includes: Coir Discs - Set of 12, Windowsill Self-Watering Microgreens Tray, Organic Microgreens: Arugula, and Organic Microgreens: Kale.",https://hudsonvalleyseed.com/cdn/shop/files/MustardMicrogreens_1.png?v=1704305305
Mid-Weight Dewitt Row Cover Cut To Length - 10 Foot Width,Enter desired length in feet in the quantity field! One unit equals one foot.,https://hudsonvalleyseed.com/cdn/shop/products/Mid-Weight-Dewitt-Row-Cover-Cut-to-Length---10-Foot-Width-vendor-unknown-1630676882.jpg?v=1630676891
Mid-Weight Dewitt Row Cover Cut To Length - 7 Foot Width,"Row cover protects your crops against some of the biggest threats to your garden bounty: it is a physical, spun polyester material that allows light, air, and moisture to permeate easily but keeps out frustrating pests and frost. Use it to ward off flea beetles and cucumber beetles; most organic growers can't produce eggplant or spring mustards without it. It can be draped—or floated—over brassica and cucurbit crops but must be supported with hoops over eggplant. It provides frost protection down to about 28 degrees if hoops are used to ensure that foliage is not touching the fabric. 85% light transmission. ",https://hudsonvalleyseed.com/cdn/shop/products/Mid-Weight-Dewitt-Row-Cover-Cut-to-Length---7-Foot-Width-_83-_-vendor-unknown-1630676891.jpg?v=1630676897
Wire Hoops,"This is our ten-foot-wide material. Please enter a quantity in the number of feet you'd like us to cut for you. You should order enough to cover the length of your row plus two times the height of your hoops (if using) plus about 3 extra feet for securing the ends.
",https://hudsonvalleyseed.com/cdn/shop/products/Wire-Hoops--Pack-of-10-vendor-unknown-1630677589.jpg?v=1630677604
