Name,Image_URL,Description
BUFFALOSUN,//territorialseed.com/cdn/shop/products/TM842_450x.jpg?v=1605910572,"80-85 days. Come for the heirloom looks, stay for the exceptional performance and quality, Old German-like fruit! A beefy, beautiful, big, 4 inch, pleated tomato with sunset-colored skin and flesh. Buffalosun has a sweet flavor and smooth texture. Healthy, indeterminate vines are very productive and continue well after many others have succumbed, thanks to its late blight resistance. HR: F 1-3, V. IR: LB, TSWV 0."
BUFFY,//territorialseed.com/cdn/shop/products/PP654_450x.jpg?v=1668557888,"75 days. Get ready for harvest baskets overflowing with hot peppers! The fruit from this extremely prolific plant burns, but not as hot as other Thai types. Very early to set fruit, this award-winning pepper will make your dishes sing. The juicy, 2 inch, thick-walled fruit emerge green and turn lipstick red when ripe."
BURBANK SLICING,//territorialseed.com/cdn/shop/products/TM907_450x.jpg?v=1597272981,"75 days. Developed by Luther Burbank around 1915. Determinate and fairly early, Burbank Slicing is a heavy yielder of majestic 3–4 inch fruit. The fruit has a very deep red color and a traditional bold tomato flavor. This was the only variety that Mr. Burbank raised for canning. Disease resistant."
BUTTERCRUNCH,//territorialseed.com/cdn/shop/products/LT392_450x.jpg?v=1597272609,"48 days. Buttercrunch is similar to other bibb types but with thick, puckered, juicy green leaves and a small tight head. You'll appreciate Buttercrunch maintaining its sweetness during summer’s heat without turning bitter."
CALIFORNIA WONDER 300,//territorialseed.com/cdn/shop/products/PP660_4_450x.jpg?v=1597273383,"65 days. Each plant produces wonderfully sweet bell peppers that are typically 4 lobed, thick-walled, and blocky. The leafy plant habit provides good scald protection and the large rich green fruit turn red on the bush. A great choice for cool growing conditions. TMV"
CANDY CANE CHOCOLATE CHERRY,//territorialseed.com/cdn/shop/products/PP684_450x.jpg?v=1635998270,"70–75 days. Just WOW! This little snacking pepper is as delicious as it looks, and its plant is pretty enough to fit right into the most stunning ornamental garden. The mini bell-shaped fruit is 3 ½ inches long and 2 ½ inches wide. It starts out green with white stripes and matures through red with white and finally to chocolate with red stripes. Tasty at any stage, it’s sweet and crispy. The bushy plants are bedecked with vibrant, variegated foliage. A great crop for in the garden or place them in containers prominently on the patio where you can impress your guests!"
CANDYLAND RED,//territorialseed.com/cdn/shop/products/TM911_450x.jpg?v=1597272983,"55 days. A unique and delectable variety for its habit, quality and mouthwatering flavor, all of which add up to a well-deserved AAS award. These ½ inch round, red tidbits are exploding with rich, concentrated currant flavor that’s absolutely tantalizing. Like most currant types, Candyland Red has diminutive leaves and flowers, but unlike its rangy peers, it retains a more manageable, more self-supporting, bushy habit and tends to set its fruit on the outside of the plants for easy access. Indeterminate."
CARMELLO,//territorialseed.com/cdn/shop/products/TM895_450x.jpg?v=1597272973,"70 days. Carmello has flavor for days! This exceptional tomato produces heavy clusters of round fruit on strong, uniform plants. Especially impressive in its generous size fruit and well-developed flavor for such an early hybrid tomato. Indeterminate plants are exceptionally disease resistant. F 1, L, N, TMV, ToMV 0–2, V. IR: RK."
CASH MACHINE,//territorialseed.com/cdn/shop/products/SQ784_450x.jpg?v=1597272859,"Cucurbita pepo 45 days. Cha-ching! This super-early and productive zucchini will provide you with a wealth of delicious fruit all season. The straight, medium-dark fruit are top-quality at 8-9 inches long and 1¾-2 inches wide. Healthy, disease-resistant plants have a very upright, compact habit for fitting into small gardens and containers. IR: PM, PRV, WMV, ZYMV."
CHARMANT,//territorialseed.com/cdn/shop/products/CB151_450x.jpg?v=1597272232,"66 days. Charmant is suited to close plantings, forming solid, 3–4 pound, blue-green heads that are 6–8 inches across. They will stand for weeks in the garden without splitting. Great for slaw or kraut. We especially like Charmant with a bit of lemon juice and roasted pine nuts tossed in melted butter. HR: YR, tip burn."
CHEROKEE PURPLE,//territorialseed.com/cdn/shop/products/TM954_450x.jpg?v=1597273020,"85 days. Similar to red-fruited Cherokee but much darker. Vigorous indeterminate plants produce slightly flattened, 13–14 ounce tomatoes with a purple cast and a good, rich flavor. Shoulders will remain green when ripe. One of the best-producing heirloom tomatoes we grow."
CHERRY BUZZ,//territorialseed.com/cdn/shop/products/TM917_450x.jpg?v=1597272989,"55 days. One of the earliest tomatoes to ripen at our trial grounds, it not only produces loads of tasty, bite-sized treats before the tomato season truly kicks in, it also continues to pump them out throughout the summer. Shiny, ½–¾ inch, red globes have a bright, sweet flavor, are crack resistant, and engulf indeterminate plants in clusters."
CHOCOLATE CHERRY,//territorialseed.com/cdn/shop/products/TM884_450x.jpg?v=1597272965,"70 days. These cherries have an attractive port wine-colored flesh and skin with a comparably delicious and multifaceted flavor. The super productive, indeterminate plants produce trusses of 1 inch round fruit. We’ve found them enjoyable when picked several days before they’re fully ripe, then allowed to finish indoors."
CHOCOLATE SPRINKLES,//territorialseed.com/cdn/shop/products/TM857_450x.jpg?v=1597272931,"70 days. As tempting as its well-deserved name, Chocolate Sprinkles is the perfect balance of flavor, appearance, yield, and disease resistance. These bite-sized tomatoes have striking, forest green streaks over deep coppery-red and a delightfully sweet taste. Indeterminate plants produce abundant, thick trusses of the scrumptious, crack-resistant fruit. HR: F, N, TMV."
CLEMENTINE,//territorialseed.com/cdn/shop/products/CF183_450x.jpg?v=1668557839,"70–75 days. Electric orange, this vibrant cauliflower is even brighter than its namesake. Clementine’s 6 inch heads shine like spotlights in the garden, and they produce earlier in the season than Flame Star."
COSMONAUT VOLKOV,//territorialseed.com/cdn/shop/products/TM920_450x.jpg?v=1597272991,"72 days. Cosmonaut Volkov set our taste buds flying high with its rich, deep, balanced, sweet and tangy flavor. Indeterminate plants set generously sized, 2–3 inch, slightly squat, deep orange/red fruit with green-tinged shoulders, and bright red interiors. A taste sensation that only an heirloom can offer. Territorial Seed Company's Great Northwest Tomato Taste-Off winner."
COSTOLUTO FIORENTINO,//territorialseed.com/cdn/shop/products/TM945_450x.jpg?v=1597273012,"80 days. Costoluto refers to the distinct flattened, heavily ribbed shape of various Italian heirlooms. This gorgeous selection comes from Florence and impressed us with its early maturity of brilliant red, 4 inch wide by 1 ½ inch tall tomatoes. Fruit are juicy and flavorful for slicing but really shine when slow-roasted or cooked down into a rich sauce. Indeterminate plants perform well in both hot and cooler climates."
CROKINI,//territorialseed.com/cdn/shop/files/TM820_2_450x.jpg?v=1704253827,"52 days. Vivid, rich red color and vibrant, full-bodied flavor packed into a bite-sized ¾ inch fruit. The indeterminate Crokini is our first Late Blight resistant cherry tomato. It’s incredibly productive and crack resistant, so you’ll have vines full of beautiful AAS winning fruit. HR: F 0, LM, ToMV 0–2. IR: LB, N, TYLCV."
CUBE OF BUTTER,//territorialseed.com/cdn/shop/products/SQ801_450x.jpg?v=1597272870,"Cucurbita pepo 50 days. These lemon yellow, straightneck squash are succulent and delicious with creamy white flesh. The uniform, cylindrical fruit can be picked young as baby-sized squash, or allowed to reach up to 10 inches while retaining all its irresistible, high-quality flavor. Low growing, open bush-habit plants yield heavy harvests."
CUORE DI BUE,//territorialseed.com/cdn/shop/products/TM965_450x.jpg?v=1597273028,"85 days. This curious and striking tomato is guaranteed to turn heads as well as satisfy appetites. Its name is simply Italian for oxheart, although this selection (Riviera) is an exotic twist on the oxheart tomato type. These big tomatoes have a bottom-heavy shape reminiscent of a pouch with a gathered top. They measure 3 ½ inches wide and 4 inches long and weigh in just under ½ pound each. Cuore di Bue is one of the tastiest saucing types with dense flesh and lustrous, orangey-red skin. Indeterminate."
DAMSEL,//territorialseed.com/cdn/shop/products/TM846_e5222513-ef45-42c2-8d21-1a2321c3ab6a_450x.jpg?v=1597272920,"75 days. Big, pink, globe-shaped fruit absolutely burst with juicy flavor that’s an intricate blend of sweet and acid. Add to that a strong disease package that includes high resistance to late blight, one of the devastating diseases for tomatoes, and you’ve got a new favorite. Indeterminate plants are productive and relatively early for such big, flavorful fruit. HR: LB, N, V."
DEPURPLE,//territorialseed.com/cdn/shop/products/CF177_3_450x.jpg?v=1636681183,"79 days. Cauliflower's versatility in cuisine and diet-friendly usefulness is catapulting the crop into astonishing prominence. DePurple is attracting unequalled attention with its alluring lilac florets topping creamy stems. Maintaining its color in cooking, DePurple makes a presentational impact on the table. Big, robust plants have a squat, slightly open habit and produce 7 inch, dense, domed heads. More reliable under various conditions than other purple cauliflowers."
DOUBLE UP,//territorialseed.com/cdn/shop/products/PP687_450x.jpg?v=1605910617,"70 days. Hey West Coast! Do you love bell peppers? Double Up is made to order for you! Big, green to red, blocky bells have a juicy sweet flavor and big payoffs. Larger-habit plants set a very concentrated flush of fruit; harvest them, and you'll get another flush of delicious bells. HR: BLS 0-3, 5, 7-8, TMV 0."
DRAGONFLY,//territorialseed.com/cdn/shop/products/PP658_450x.jpg?v=1643413396,"55 days. Dragonfly’s striking, deep purple, nearly black shade is guaranteed to impress! These elongated, 3 inch fruit emerge light green and quickly develop their dark pigment with thick walls and a pleasantly sweet flavor. Productive plants perform well even in growing conditions with lower fertility. Fruit maintains its purple hue for an extended period but will eventually ripen to red. HR: TMV, ToMV 0–2."
EARLY CHERRY,//territorialseed.com/cdn/shop/products/TM882_ad922954-b93b-4e3c-a554-be1ff6091604_450x.jpg?v=1597272962,"55 days. Always one of the first to ripen, Early Cherry's robust, full flavor is a good way to kick-off the fresh tomato season. The 1–1 ½ inch tomatoes ripen in sets, with about 5 orangey-red, oval-shaped tomatoes coming on at once. You can count on Early Cherry even in cold and adverse weather conditions. Determinate vines. F 1, V."
