Name,Image URL 1,Description,Image_URL
"Heirloom and Specialty Onions
              Italian Torpedo Tropea",,"This wonderful old Italian specialty onion is originally from Tropea, the Calabrian town in Italy known for its superb cuisine. Italian torpedo onions can be used in any stage. When pulled as baby onions, just as the stems start to swell, their beautiful, bright magenta color, mild flavor and crunchy texture shines in salads.When they bulb up, they have an elongated torpedo shape and develop deep pungent flavor, delicious sautéed as a colorful base for any dish, roasted whole, barbecued on skewers or adding color and punch to sandwiches. These uniquely shaped, old-fashioned onions belong in everyone's kitchen garden. Stores well for about 3 months after harvest.5 dozen plants",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Long Keeping Onions
              Patterson Long Keeping",,"Patterson is the best variety for gardeners in the Northeast, and Northern parts of the Midwest who want rich, full flavored onions for extended storage. Hybrid Patterson has layered bronze wrapper skins that stay intact, protecting the dense yellow flesh. These uniform, globe-shaped 3 inch bulbs are pungent and full-flavored main dish onions, well-suited to a wide range of stewing, sautéing, and baking uses and a top choice for homemade onion rings and long cooking soups and stews. Excellent keepers, easy to grow and rot resistant, crispy Patterson will be your staple at a storage potential of 9 to 12 months.5 dozen plants",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"All Purpose Onions
              Red Candy Apple",,"These beautiful globe-shaped hybrid red onions, aptly named Red Candy Apple, form slightly flattened bulbs with absolutely glowing magenta-red skins and sweet, slightly pungent flesh. Plants grow steadily and produce bountiful harvests of firm and uniform 3 inch bulbs in short and intermediate day areas. To size up in long day areas, Red Candy Apple will need extra nitrogen-rich fertilizer applications. These crispy beauties cook up very well, holding their body and color in any way you decide to enjoy them. Delicious in salads, sandwiches, on pizzas and with breakfast potatoes. Red Candy Apple onions will keep well for about two months after harvest.5 dozen plants",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Long Keeping Onions
              Redwing Long Keeping Red",,"These big, 3-4 inch, globe-shaped hybrid onions have beautiful glossy skins and dark red to rich deep purple flesh that adds crunch and color to any dish. Cut them into lavish crispy red ring slices for wonderful sandwiches, in salads or with juicy hamburgers. They're also perfect for potato and pasta salads, in chili, hearty chili and in any kind of salsa. Redwing onions have dense, solid slightly pungent flesh. String up a bunch to grace your kitchen until needed. After harvest, these beauties continue to develop internal deep purple color and store well so you can use them for 6 to 8 months.5 dozen plants",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Sweet and Mild Onions
              Ringmaster",,"An outstanding and improved strain of Sweet Spanish onion, Ringmaster has white flesh and milky white skins. It produces very large globe-shaped onions with really crisp, mild, sweet flesh. These long day onions are heavy producers and excellent storage onions that keep for 4-5 months. Ringmaster is resistant to pink root disease.Ringmaster onions have thick crispy rings surrounding a single center, making them just perfect to slice for succulent onion rings or for garnishing burgers. They also delicious sliced up in sandwiches and wonderful for tacos and chopped salads.5 dozen plants",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"All Purpose Onions
              Super Star F1",,"This fine All-America winning hybrid onion is a truly a star performer well deserving of its coveted award. Superstar will grow and produce abundantly in almost anywhere in the country because it is a day neutral onion. Their strong tall foliage protects the big bulbs from sunburning and plants are resistant to pink root.Super Star yields big harvests of big shiny white mild tasting bulbs sweet enough to eat raw in sandwiches and salads. After harvest, these beautiful, creamy white, crispy onions store very well for long-term enjoyment. If planted early in spring, individual onions can reach 1 pound or more!5 dozen plants",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Sweet and Mild Onions
              Walla Walla Sweet",,"Long celebrated for their succulent, sweet, mild flesh, Walla Walla Sweets have been favorites since the early 1900s when they were originally brought here from France. These big, yellow, semi-flat yellow skin bulbs have crunchy white flesh that is simply delicious either raw or cooked. We like them just baked in their own papery skins like a russet potato – they are that good! Walla Walla plants will produce harvests all over the long and intermediate day areas of the country, but pungency will vary depending on your climate and garden soil. They are short keepers, so enjoy them for 4 to 6 weeks after harvest for their exceptional flavor.5 dozen plants",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Sweet and Mild Onions
              Yellow Granex Super Sweet",,"This is the really sweet variety grown in both Vidalia, Georgia and Maui, Hawaii, then marketed by those place names as Vidalia or Maui onions. These semi-flattened, big, fat, crispy hybrid onions are so mild that you can eat them out of hand. Juicy slices are really scrumptious on burgers. Our grower ships over 100 million of these plants to be transplanted in Vidalia every year. While they may not grow as sweet in your own garden soil, you're sure to enjoy them. With their paper thin skins, these onions keep for only up to a month, but by that time they'll be all gone!5 dozen plants",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Rainbow Onion Sampler
              Mid-Tier",,"Varieties Included:Red Candy Apple Storage Potential: Approx. 2 monthsDays to Harvest: Approx. 95These beautiful globe-shaped hybrid red onions, aptly named Red Candy Apple, form slightly flattened 3 in. bulbs with absolutely glowing magenta-red skins and sweet, slightly pungent flesh. When planted in short and intermediate day areas it produces larger bulbs. It will not size to jumbo onions in long day areas.  Super StarStorage Potential: Approx. 2 monthsDays to Harvest: Approx. 95Also known as Sierra Blanca. Only white onion ever to win the coveted All-American Selection. This is a proven variety for intermediate and northern short day areas. The strong tall foliage will protect the bulbs from sunburn. CandyStorage Potential: Approx. 3 monthsDays to Harvest: Approx. 90This large mild onion is successfully grown almost everywhere in the country and keeps very well. It is great for anyone that has never had much success growing onions, with its strong root system and disease resistance. 5 dozen plants",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Rainbow Onion Sampler
              Northern",,"Varieties Included:Walla WallaStorage Potential: Approx. 1 monthDays to Harvest: Approx. 90Walla Walla has been a favorite for years and is the pride of Washington State. A French soldier brought the first seed from Corsica, Italy. This long day onion matures so early it can be grown in intermediate day areas as well. They are as sweet as the Vidalia or Texas Supersweet, so eat them quickly!  RedwingStorage Potential: Approx. 6-8 monthsDays to Harvest: Approx. 100-110Large, round, richly dark red to purple onions with a slightly pungent flavor that will add attractive color to any dish. When left to mature, this onion will have intense purplish rings throughout. The Redwing offers a balanced combination of flavor and shelf life. RingmasterStorage Potential: Approx. 4 monthsDays to Harvest: Approx. 105The best white onion in the long day category. It is ideal for onion rings with it's great flavor, single centers and large, crisp rings. Ringmaster has large, dark green tops which are delicious for green onions. 5 dozen plants",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Rainbow Onion Sampler
              Southern",,"Varieties Included:Red CreoleStorage Potential: Approx. 6-7 monthsDays to Harvest: Approx. 110With excellent flavor and a slightly pungent taste, the Red Creole bulbs are both attractive and will store well even in short day areas. Great flavor for cooks that are looking for a spicy or Cajun onion. This onion will develop great red color at maturity. Texas Early WhiteStorage Potential: Approx. 2 monthsDays to Harvest: Approx. 105Able to adapt to tough South Texas environmental conditions, Texas Early White offers uniform maturity, resistance to greening, pink root tolerance, single centers, bolting resistance, and good shelf life. Can be grown in intermediate day areas as well since it is a ""late"" short day onion.  Texas SupersweetStorage Potential: Approx. 2 to 3 monthsDays to Harvest: Approx. 115The jumbo yellow-skin globes have sweet, piquant white flesh. Plentifully produces onions as big as softballs. Texas Supersweet is prized for its extraordinarily sweet and mellow taste, as well as its generous size. They are very disease resistant and will store better than other short day onions. 5 dozen plants",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
