Name,Image URL 1,Description,Family,Type,Native,Hardiness,Exposure,Plant_dimension,Variety_info,Attributes
Red & Yellow Pear Blend Pole Cherry Tomato Seeds,//www.botanicalinterests.com/cdn/shop/files/3137i_Tomato-Cherry-R-Y-Pear-ORG.jpg?v=1715192683&width=1445,"This heirloom blend brings you both red and yellow, firm fruit that can be eaten like grapes all summer long. Sweet, mild flavor and low acidity make these tomatoes traditionally best for pickling and preserves, but they are great for salads and snacking, too. 'Red Pear' seeds are dyed red, while the 'Yellow Pear' seeds remain natural so you know which color tomato you are sowing. Vigorous vines easily reach 6'.",Days to Maturity: 30–50 days,Family: Brassicaceae,Native: Asia and Europe,Hardiness: Frost-tolerant perennial in USDA zones 6–10,Exposure: Full sun,"Plant Dimensions: 8""–10"" tall at maturity","Variety Info: 2""–6"" soft, green leaves. Wild arugula has more deeply-lobed leaves than common arugula. Edible flowers are yellow.","Variety Info: 1""–2"" long, 1"" wide, red or yellow pear-shaped tomatoes."
Brightest Brilliant Rainbow Quinoa Seeds,//www.botanicalinterests.com/cdn/shop/files/2013i_Quinoa-Brightest-Brilliant-ORG.jpg?v=1708515629&width=1445,"Quinoa is an ancient, nutritious food native to the mountains of South America. Seeds can be cooked, roasted, or ground into flour. Young leaves are delicious cooked like spinach. This blend has striking colors of hot pink, burgundy, red, orange, yellow, white, and green. Grows best in climates with moderately warm days (lower than 95°F) and cool nights. Fairly drought tolerant. Deer resistant.",Days to Maturity: 75 days from transplanting,Family: Solanaceae,"Type: Indeterminate, Cherry Tomato (Learn more)",Native: Andes,Hardiness: Frost-sensitive annual,Exposure: Full sun,Plant Dimensions: Vines up to 6' or longer,"Variety Info: 4""–12"" flower heads in colors of hot pink, royal burgundy, red, pumpkin orange, light yellow, creamy white, lime green."
Palla Rossa Mavrik Radicchio Seeds,//www.botanicalinterests.com/cdn/shop/files/3119i_Radicchio-Palla-Rossa-Mavrik-ORG.jpg?v=1708513849&width=1445,"Bring color and fresh flavor to your kitchen! Radicchio heads up and develops color best in cool weather. Excellent for overwintering in USDA zone 4 and warmer, and heads regrow if cut correctly (details inside packet). The distinctive and mildly bitter flavor sweetens with frost and can be mellowed by grilling or a flash in the pan.",Days to Maturity: 80–95 days,Family: Asteraceae,Native: Unknown,Hardiness: Biennial or perennial in USDA zones 4 and warmer,Exposure: Full sun,"Plant Dimensions: 3 1/2"" to 5"" heads with outer leaf height up to 8""","Variety Info: Round, deep-red heads with very white ribs. Flavor is slightly bitter. 'Mavrik' is a chioggia type radicchio.",Attributes: Frost Tolerant
Mountain Merit Bush Tomato Seeds,//www.botanicalinterests.com/cdn/shop/files/0107i_Tomato-Bush-Mtn-Merit.jpg?v=1721628888&width=1445,"An all-around classic slicer tomato. A beautiful red beefsteak, this determinate tomato has a condensed harvest period, handy for preserving your tomatoes at once, and compact plants, perfect for containers. A 2014 All America Selections Heartland winner! Disease resistant to Fusarium wilt, root-rot nematode, grey leaf spot, Verticillium wilt, late blight, tomato spotted wilt. Inert organic coating improves seed visibility when sowing.",Days to Maturity: 75 days from transplanting,Family: Solanaceae,"Type: Determinate, Slicing Tomato (Learn more)",Native: Andes,Hardiness: Frost-sensitive annual,Exposure: Full sun,"Plant Dimensions: About 30""–36"" tall","Variety Info: Mountain Merit' is a determinate type 8–10 ounce slicing tomato. Disease resistant to Fusarium wilt, root-rot nematode, grey leaf spot, Verticillium wilt, late blight, tomato spotted wilt."
Moskvich Pole Tomato Seeds,//www.botanicalinterests.com/cdn/shop/files/3005i_Tomato-Pole-Moskvich-ORG.jpg?v=1715194049&width=1445,"Moskvich' translates to ""inhabitant of Moscow"", paying homage to the area where it was bred in the early 1970s (more information inside packet). After a winter without homegrown tomatoes, it will be the first one you will harvest, as it withstands cool weather. At the end of the hot summer when temperatures cool off, it is the last to slow down in production of full-size, garden-fresh fruit.",Days to Maturity: 75–80 days from transplanting,Family: Solanaceae,"Type: Indeterminate, Slicing Tomato (Learn more)",Native: Andes,Hardiness: Frost-sensitive annual,Exposure: Full sun,Plant Dimensions: Vines up to 6' or longer,"Variety Info: Globe-shaped, 4–6 oz. fruits are deep red. Plants are more cold tolerant than other tomato varieties. 'Moskvich' is an indeterminate type tomato developed in the early 1970s at the Vavilov Institute of Plant Industry near St. Petersburg, Russia."
Pumpkin on a Stick Seeds,//www.botanicalinterests.com/cdn/shop/files/2025i_Pumpkin-On-A-Stick-ORG.jpg?v=1721629084&width=1445," A real conversation piece in the garden and in floral arrangements. Few people will guess what type of plant it is, but everyone loves the cute, little pumpkin-shaped fruits of this 1800s ornamental eggplant. Often added to fresh or dried florist arrangements. Also called 'Red China' or 'Scarlet Chinese' eggplant, the bitter fruits are used in Asian cooking. ",Days to Maturity: 65–70 days after transplanting,Family: Solanaceae,Native: Africa,Hardiness: Annual,Exposure: Full Sun,Bloom Period: Summer,"Plant Dimensions: 3'–4' tall, 2'–3' wide","Variety Info: Purple star-shaped flowers followed by 2""–3"" green fruits that ripen to an orange-red."
Oxheart Pole Tomato Seeds,//www.botanicalinterests.com/cdn/shop/files/712_72_large_bfd9f1f1-d0b0-4f5a-8daf-dd2ec21bd9ee.jpg?v=1715194078&width=1445,"What a name! 'Oxheart', also known as 'Cuore Di Bue' (Italian for ox heart) is so named because of its shape. It is also known as ""pear of Liguria"", after the northern Italian region where it has long been celebrated. This heirloom is dense with few seeds, cooks down to a robust, thick sauce, and really shines when roasted. It is also a star sliced fresh atop salad greens or paired with mozzarella and fresh basil leaves.",Days to Maturity: 70–85 days from transplanting,Family: Solanaceae,"Type: Indeterminate, Slicing Tomato (Learn more)",Native: Andes,Hardiness: Frost-sensitive annual,Exposure: Full sun,Plant Dimensions: Vines up to 6' or longer,"Variety Info: Orangey-red and uniquely shaped, weighing 6–12 ounces. 'Oxheart' is an indeterminate type tomato."
Olesh Tres Fine Endive Seeds,//www.botanicalinterests.com/cdn/shop/files/3120i_Endive-Olesh-Tres-Fine-ORG.jpg?v=1708513542&width=1445,"Also called frisée, endive's beautiful lacy leaves will turn ordinary lettuce salad into an upscale, bistro mesclun. The mild flavor blends well with other greens and the crisp, finely cut leaves add interesting texture. Use in the flower garden for an exquisite ornamental.",Days to Maturity: 42–70 days,Family: Asteraceae,Native: Cultivated; origin unknown,Hardiness: Frost-tolerant biennial grown as an annual,Exposure: Full sun,"Plant Dimensions: 6"" tall and wide","Variety Info: Rosette with broad, slightly crinkled green leaves with a flavor similar to slightly bitter lettuce.",Attributes: Frost Tolerant
Wheatgrass Juice Seeds,//www.botanicalinterests.com/cdn/shop/files/7602i_L-Wheatgrass-ORG.jpg?v=1715193534&width=1445,,Days to Maturity: 10–15 days,Family: Poaceae,"Native: Unknown, in cultivation for over 5,000 years.",Hardiness: Annual,Exposure: Full sun to part shade,"Plant Dimensions: 4""–6"" tall seedlings for juicing, but will grow to 4'.","Variety Info: Thin, soft, green, young leaves of the wheat plant, resembling grass.",Attributes: Good for Containers
Hungarian Blue Bread Seed Poppy Seeds,//www.botanicalinterests.com/cdn/shop/files/2008i_Poppy-Bread-Seed-Hungarian-ORG.jpg?v=1715194352&width=1445,"Bread seed poppy has crepe-like petals that add a magical touch to the late spring garden. The seeds are a baker's delight in breads, cakes, muffins, and bagels. You can also use the large seedpods for dried floral arrangements and crafts. Bees love this easy-to-grow, self-sowing annual. ",Family: Papaveraceae,Type: Bread Seed Poppy (Learn More),"Native: Africa, Eurasia",Hardiness: Annual,Exposure: Full sun,Bloom Period: Spring,"Plant Dimensions: 24""–36"" tall, 8""–10"" wide","Variety Info: 2"" lavender flowers. Pods contain periwinkle blue seeds at maturity."
Howden Pumpkin Seeds,//www.botanicalinterests.com/cdn/shop/files/3113i_Pumpkin-Howden-ORG.jpg?v=1715192572&width=1445,"When you see the perfect carving pumpkin for sale, it's probably 'Howden', developed in the 1970s by John Howden in Massachusetts as the ideal decorative pumpkin. John's son, Bruce, carries on the family tradition so you can grow your own! These bright orange pumpkins have strong handles, thick walls, and defined ribs that add to its characteristic Halloween look. Each plant produces 1–2, 18–22 pound pumpkins on long vines.",Days to Maturity: 110 days,Family: Cucurbitaceae,"Type: Pumpkin, Winter Squash (Learn more)",Native: Southern United States and Mexico,Hardiness: Frost-sensitive annual,Exposure: Full sun,Plant Dimensions: 10'–15' vines,"Variety Info: Fruits are 12""–16"" round and average 18–22 lbs. with medium-grained, pale orange flesh. 1–2 fruits per plant."
Utrecht Blue Wheat Seeds,//www.botanicalinterests.com/cdn/shop/files/2031i_Wheat-Utrecht-Blue-ORG.jpg?v=1715192866&width=1445,"A Dutch heirloom grown in the area of Utrecht, Netherlands in the early 1900s with superior blue color and long black awns (bristles). Beautiful seed heads gracefully bow when they are ready for harvest. Its durability, long stems, and beautiful color are a weaver's dream. So many uses from flower arrangements, to baskets, and all kinds of crafts. The degree of blue coloring varies with growing conditions. This is an edible wheat, but it is difficult to thresh the wheatberries; best grown for ornamental purposes. ",Family: Poaceae,Native: Origin unknown due to being in cultivation so long,Hardiness: Annual,Exposure: Full sun,Bloom Period: Blooms summer to frost,"Plant Dimensions: 3'–5' tall, and 4""–6"" wide","Variety Info: 3"", steel blue seed heads with long black awns at maturity",Attributes: Cut Flower
My Navy Sweet Pea Seeds,//www.botanicalinterests.com/cdn/shop/files/1331i_Sweet-Pea-My-Navy.jpg?v=1715194661&width=1445,"Add a sea of wavy petaled, violet-blue blossoms to your garden! The intense color of 'My Navy' makes it a stand-out among sweet peas. Large, lightly fragrant blooms on long, sturdy stems make them fantastic for full bouquets of all dark blooms, or pairings with contrasting, lighter flowers. Pollinators love them, too! Deer resistant. Caution: Most parts of this plant are toxic if ingested.",Family: Fabaceae,Type: Sweet Pea (Learn more),Native: Italy,Hardiness: Frost-tolerant annual,Exposure: Full Sun to Part Shade,Bloom Period: Spring to Summer,Plant Dimensions: 8' vines,"Variety Info: 1""–2"" dark purple-blue flowers with wavy petals"
Mongolian Giant Sunflower Seeds,//www.botanicalinterests.com/cdn/shop/files/7504i_L-Sunflower-Mongolian-Giant-ORG.jpg?v=1715191101&width=1445,"Each 'Mongolian Giant' plant produces a single yellow flower up to 18"" across that will provide extra-large seeds filled with tasty, hearty kernels. These single-stem sunflowers attract pollinators and are very easy to grow in almost any sunny garden, although a sunflower's size is dependent on the growing conditions. They also are drought tolerant and fast growing; you can almost watch them gain an inch or more a day! Inside this packet, we've included tips on how to protect your ripening seeds from squirrels and birds, and a recipe for roasting seeds. Edible, bittersweet petals make a sunny garnish on salads and appetizer plates.",Family: Asteraceae,Type: Sunflower (Learn more),Native: North America,Hardiness: Annual,Exposure: Full Sun,Bloom Period: Summer,Plant Dimensions: 12' – 14' tall,"Variety Info: 14""-18"" flower heads with yellow petals and a green center"
Gladstone Onion Seeds,//www.botanicalinterests.com/cdn/shop/files/3526i_Onion-Bulb-Gladstone-BIO.jpg?v=1721628804&width=1445,"This versatile onion will become your new standby for any recipe. 'Gladstone' is an intermediate-day onion that produces 4""–5"" clean and crisp white onions with a delicate, sweet flavor. This onion is ideal for raw applications, like salads, salsas, and sandwiches, and also stands up to cooking and pickling. Intermediate-day onions grow best across the middle of the U.S. in latitudes 32–42. Resistant to pink root. Inert organic coating improves seed visibility when sowing.",Days to Maturity: 110 days,Family: Alliaceae,Type: Intermediate-day sweet onion. (Learn more),Native: Exists only in cultivation,Hardiness: Biennial grown as an annual,Exposure: Full sun,"Plant Dimensions: 4"" to 5"" globe-shaped sweet onions.","Variety Info: 4""–5"" white, globe-shaped, sweet onions. 'Gladstone' is an intermediate-day onion with a moderate storage period."
Ezrilla Leaf Lettuce Seeds,//www.botanicalinterests.com/cdn/shop/files/3185i_Lettuce-Ezrilla-ORG.jpg?v=1715193063&width=1445,"The beauty of 'Ezrilla' is that the leaves grow particularly uniform in short heads with little core. With one cut above the base, same-sized greens fall away for easy salad prep. It is slow to bolt meaning a long harvest, with disease resistance to downy mildew, lettuce leaf aphid, lettuce die-back, and lettuce mosaic virus. Seeds may be pelletized with an organic coating for easy handling. ",Days to Maturity: 21–50 days,Family: Asteraceae,Type: Leaf Lettuce (Learn more),Native: Unknown; lettuce has been in cultivation for a long time.,Hardiness: Frost-tolerant annual,Exposure: Full sun to part shade,"Plant Dimensions: 7""–10"" wide, 5"" tall","Variety Info: Ezrilla' is a slow-to-bolt, green, compact, leaf lettuce that is disease resistant to downy mildew, lettuce leaf aphid, lettuce die-back, and lettuce mosaic virus. Eazyleaf™ series lettuces are bred for qualities of uniform leaf growth; high leaf count in a short, compact head; and a short core for one-cut salad prep."
Fortamino Rootstock Tomato Seeds,//www.botanicalinterests.com/cdn/shop/files/3162i_Tomato-Rootstock-Fortamino-ORG-BIO.jpg?v=1721628732&width=1445,"Improve your favorite heirloom or prized tomato's performance by grafting it to 'Fortamino'! This rootstock provides your tomato with a better leaf cover that helps prevent sunburn (fruit scald), increases flowers per truss and fruit weight, and improves resilience to stress and heat resistance. 'Fortamino' grafting also improves your tomato's disease resistance to Fusarium crown and root rot, Fusarium wilt, leaf mold, tomato mosaic virus, verticillium wilt, root-knot nematodes, and tomato spotted wilt virus.",Family: Solanaceae,Type: Tomato Rootstock,Native: Andes,Hardiness: Frost-sensitive annual,Exposure: Full sun,"Variety Info: Fortamino' is a rootstock tomato that is used in grafting to other tomato cultivars to add heat resistance, improved leaf cover, increased flowering, increased fruit size, and disease resistance to Fusarium crown and root rot, Fusarium wilt, leaf mold, tomato mosaic virus, verticillium wilt, root knot nematodes, corky root rot, and tomato spotted wilt virus.","Attributes: Fusarium Crown & Root Rot Resistant, Fusarium Wilt Resistant, Leaf Mold Resistant, Tomato Mosaic Virus Resistant, Verticillium Wilt Resistant, Root Knot Nematode Resistant, Tomato Spotted Wilt Virus Resistant, Frost Sensitive",
Costata Romanesco Summer Squash Seeds,//www.botanicalinterests.com/cdn/shop/files/3175i_Squash-Summ-Costata-Romanesco-ORG.jpg?v=1708513596&width=1445,"Costata Romanesco' delivers a manageable harvest of high-quality, fluted fruits with complex flavor and firm texture. The striped and mottled skin stays tender even to 18"", though in Italy they are picked at  4""-5"" with the blossoms still attached. Large production of male blossoms for stuffing.",,,,,,,,"Variety Info: Best harvested under 12"". Light gray-green fruits with lighter stripes and distinct ribbing. Good producer of male blossoms for cooking."
Common Oregano Seeds,//www.botanicalinterests.com/cdn/shop/files/6110i_Oregano-Common-ORG.jpg?v=1708513789&width=1445,"Often confused with the more pungent, white-flowered True Greek variety, common oregano, also called wild oregano or wild marjoram, has a milder flavor, and is the traditional variety for medicinal use. Leaves can be used as a fresh or dried herb. The pretty pink to lavender flowers appear from midsummer to fall. ",Family: Alliaceae,"Native: Asia, Southern Europe",Hardiness: Frost-tolerant perennial in USDA zones 5 and warmer,Exposure: Full sun,"Plant Dimensions: 18"" tall, spreading","Variety Info: ½""–¾"" oval, dark green, lightly fuzzy leaves. Pink to lavender flowers bloom from midsummer to fall. Stalks become woody with age.","Attributes: Cut Flower, Deer Resistant, Drought Tolerant, Frost Tolerant, Good for Containers",
Marjoram Seeds,//www.botanicalinterests.com/cdn/shop/files/6001i_Marjoram-ORG.jpg?v=1715193691&width=1445,,,,,,,,,
Watercress Seeds,//www.botanicalinterests.com/cdn/shop/files/6116i_Watercress-ORG.jpg?v=1715192892&width=1445,"With a peppery and pungent flavor, this ancient plant is popular around the world for its nutritional and medicinal value. High in vitamins A, C, and K, as well as providing potassium and calcium, watercress has been studied for its antioxidant properties. At home along streams and lakes, watercress can also be grown in moist, partly shady gardens and indoors in containers.",Family: Laminaceae,Native: Cyprus and Turkey,"Hardiness: Perennial in USDA zones 9 and 10, but most often grown as an annual.",Exposure: Full sun,"Plant Dimensions: 12""–18"" tall, 12"" wide","Variety Info: Small (¼"" – ¾"" wide), round, pale, grey-green, velvety, aromatic leaves. Tiny white or pink flowers appear in midsummer.","Attributes: Drought Tolerant, Good for Containers, Deer Resistant",
Winter Savory Seeds,//www.botanicalinterests.com/cdn/shop/files/5064i_Winter-Savory.jpg?v=1715195700&width=1445,"Winter savory captures the best qualities of many herbs in one. Spicy and peppery with a hint of thyme and mint, this complex seasoning is especially delicious in rich, savory dishes. An attractive ornamental in rock gardens and borders, it beckons bees and other beneficial insects, and is a low-maintenance herb that grows well in poor soils.",,,,,,,,
Moss Curled Parsley Seeds,//www.botanicalinterests.com/cdn/shop/files/6011i_Parsley-Moss-Curled-ORG.jpg?v=1708515153&width=1445,"Grown as an annual, 'Moss Curled' parsley can grow through fall and into winter because of its cold tolerance. It has a milder flavor than flat-leaved types and can enhance almost any food, in flavor and in beauty. It is a very nutritious herb (vitamins A, B, C), and freshens breath. Pair with flowers in ornamental plantings, and grow indoors in the winter!",Family: Brassicaceae,Native: Uncertain,"Hardiness: Perennial in USDA zones 6–9, otherwise grown as an annual",Exposure: Full sun to part shade,"Plant Dimensions: 10""–14"" tall","Variety Info: Small, roundish, light green leaves with a peppery, pungent flavor and scent.",Attributes: Good for Containers,
Lettuce Leaf Basil Seeds,//www.botanicalinterests.com/cdn/shop/files/5019i_Basil-Lettuce-Leaf.jpg?v=1708514297&width=1445,"Basil lovers, this is for you—an extremely productive sweet basil boasting leaves nearly as big as your hand! The light green leaves are more sweet than spicy and full of flavor and aroma; ideal as lettuce alternative in wraps, on burgers or sandwiches, or in a beautiful caprese salad. Crinkled leaves hold dressings or marinades better than smooth types in your culinary creations. Very slow to bolt.",,,,,,,,"Attributes: Good for Containers, Frost Sensitive"
Common Mint Seeds,//www.botanicalinterests.com/cdn/shop/files/5003i_Mint-Common.jpg?v=1708513777&width=1445," The aroma of mint will make you close your eyes as your thoughts drift to a summer day. Mint not only enhances iced tea and mixed drinks, it is also a wonderful surprise flavor in savory dishes, including meats, stews, and vegetable fritters. Tiny flowers are loved by bees.",Family: Laminaceae,Native: Western Asia and Europe,Hardiness: Perennial in USDA zones 4–8,Exposure: Full sun,"Plant Dimensions: 6""–12"" tall, 10""–12"" wide","Variety Info: Compact, semi-evergreen bush with woody stems, and linear-shaped, glossy, 1/2""–1"" long, dark green leaves. White to lilac-colored flowers appear on tips in summer and foliage may  turn reddish as temperatures cool in fall.","Attributes: Attracts Pollinators, Attracts Beneficial Insects, Deer Resistant, Drought Tolerant, Good for Containers",
Lemon Basil Seeds,//www.botanicalinterests.com/cdn/shop/files/6133i_Basil-Lemon-ORG.jpg?v=1708514308&width=1445,,,,,,,,,"Attributes: Good for Containers, Frost Sensitive"
Finocchio Fennel Seeds,//www.botanicalinterests.com/cdn/shop/files/5032i_Fennel-Florence-Fino.jpg?v=1708515503&width=1445,"If you have never tasted fennel, you are missing a treat. Also called Florence fennel, it can be eaten raw, used to flavor soups and pasta, deep-fried, or sautéed and added to gravy served over steaks! Feathery leaves are attractive in the garden and are a fresh garnish to fish, chicken, tomatoes, and sauces. Seed can also be harvested as a spice.",Family: Apiaceae,Native: Widely cultivated; origin unknown,Hardiness: Biennial grown as an annual because the best flavor comes from first year leaves. Leaves become bitter when flowers appear in the second year.,Exposure: Full sun to part shade,"Plant Dimensions: 10""–12"" tall and wide","Variety Info: Mounding plants with dark green, deeply cut, curled leaves with a milder flavor than flat-leaf types.","Attributes: Attracts Butterflies, Attracts Beneficial Insects",
Summer Savory Seeds,//www.botanicalinterests.com/cdn/shop/files/5041i_Savory-Summer.jpg?v=1715195599&width=1445,"Savory is primarily a culinary herb used in many dishes, including lentils, beans, chicken and beef soups, eggplant, stuffings, sausage, sauerkraut, liver, and fish. Fresh savory also adds a delightful flavor to salads, is an important component of Herbes de Provence (see recipe inside packet to make your own mix), and is used in tea to soothe a sore throat and upset stomach. Attractive, 18"" tall, fast-maturing plant has flowers ranging in color from white to lavender, that attracts bees.",,,,,,,,
Romanesco Fennel Seeds,//www.botanicalinterests.com/cdn/shop/files/6129i_Fennel-Romanesco-ORG.jpg?v=1708513190&width=1445,"You are in for a real treat with this gourmet, but often overlooked, garden wonder. Also called Roman or Florence fennel, the crisp, bulbous stem has a delicious, anise flavor and can be eaten raw, sautéed, fried, and used in soups or pasta. Feathery foliage is attractive and is an excellent fresh garnish. Seed can also be harvested as a spice. For best ""bulb"" production, sow for fall harvest.",Family: Laminaceae,Type: Basil (Learn more),"Native: Probably Africa, but in cultivation for so long that it cannot be verified.",Hardiness: Frost-sensitive annual,Exposure: Full sun to part shade,"Plant Dimensions: 16""–18"" tall","Variety Info: Large, 4"" wide by 6"" long light-green, crinkled leaves on compact plants.",
Chervil Seeds,//www.botanicalinterests.com/cdn/shop/files/5029i_Chervil.jpg?v=1708516386&width=1445,"Also called French parsley or gourmet's parsley, chervil is an essential herb of French cooking, often added to fines herbes. Though the leaves resemble parsley, they have a distinct yet delicate anise flavor. Attracts beneficial insects. The fresh leaves are perfect mixed with salads, sprinkled on fish or meat, and even added to tomato juice. Thrives in cool temperatures; heat causes bolting. Grown as an annual, although biennial in USDA zones 6-9.",Family: Laminaceae,Native: Unknown,"Hardiness: Perennial in USDA zones 6 and warmer, and possibly down to zone 3.",Exposure: Full sun to part shade,"Plant Dimensions: 18"" tall and spreading indefinitely by underground stems called rhizomes.","Variety Info: This common mint is neither peppermint, spearmint, nor any other specific type. Mints readily cross-pollinate, so plants grown from seed are more variable.","Attributes: Attracts Pollinators, Deer Resistant, Good for Containers",
Dragon Fennel Seeds,//www.botanicalinterests.com/cdn/shop/files/5018i_Fennel-Dragon-BIO.jpg?v=1721628809&width=1445,,,,,,,,,"Attributes: Attracts Pollinators, Frost Tolerant"
